Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	17.832	2.5001	0.	-2.592e-004
2	17.227	3.5832	0.	-2.0614e-004
3	18.983	3.5668	0.	-1.5698e-004
4	19.49	2.137	0.	-9.7093e-005
5	16.869	2.2969	0.	-1.8845e-004
6	16.733	4.9981	0.	-1.3777e-004
7	19.442	5.	0.	-6.8632e-005
8	16.953	3.0173	0.	-2.0831e-004
9	18.765	2.7104	0.	-1.6867e-004
10	17.794	3.2262	0.	-2.6159e-004
11	15.493	4.5442	0.	-2.0863e-004
12	13.193	3.9103	0.	-2.3441e-004
13	10.88	4.	0.	-3.0985e-004
14	8.6814	4.0211	0.	-3.7006e-004
15	6.4766	4.0295	0.	-4.2307e-004
16	4.313	4.0288	0.	-4.799e-004
17	2.1474	4.0166	0.	-5.1331e-004
18	2.0648	2.0267	0.	-5.1492e-004
19	4.1472	2.0329	0.	-4.8484e-004
20	6.218	2.0362	0.	-4.2987e-004
21	8.3388	2.0334	0.	-3.7882e-004
22	10.42	2.025	0.	-3.2415e-004
23	12.36	1.8296	0.	-2.7032e-004
24	14.379	1.3724	0.	-1.973e-004
25	15.562	2.0306	0.	-2.163e-004
26	16.521	1.5826	0.	-1.5907e-004
27	18.86	4.3793	0.	-1.0711e-004
28	21.917	4.1819	0.	-3.8293e-005
29	21.766	2.2277	0.	-3.8414e-005
30	19.758	3.1494	0.	-1.0255e-004
31	16.849	4.1576	0.	-1.7658e-004
32	16.075	2.5487	0.	-1.7923e-004
33	15.846	3.4392	0.	-1.8245e-004
34	14.562	2.7562	0.	-2.0581e-004
35	18.074	2.2522	0.	-3.3662e-004
36	18.284	3.0814	0.	-2.4721e-004
37	16.141	0.80334	0.	-1.6445e-004
38	20.061	1.1974	0.	-7.4325e-005
39	20.061	1.1974	0.1	-2.9192e-005
40	16.141	0.80334	0.1	-7.4334e-005
41	18.284	3.0814	0.1	-1.3989e-004
42	18.074	2.2522	0.1	-1.4377e-004
