Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	5.5	2.1818	0.	1.7633e-003
2	5.5	2.3636	0.	1.3953e-003
3	5.5	2.5455	0.	1.2278e-003
4	5.5	2.7273	0.	1.1411e-003
5	5.5	2.9091	0.	1.1041e-003
6	5.5	3.0909	0.	1.1041e-003
7	5.5	3.2727	0.	1.1411e-003
8	5.5	3.4545	0.	1.2278e-003
9	5.5	3.6364	0.	1.3953e-003
10	5.5	3.8182	0.	1.7633e-003
11	5.6667	2.1818	0.	1.7462e-003
12	5.6667	2.3636	0.	1.3883e-003
13	5.6667	2.5455	0.	1.2219e-003
14	5.6667	2.7273	0.	1.1358e-003
15	5.6667	2.9091	0.	1.099e-003
16	5.6667	3.0909	0.	1.099e-003
17	5.6667	3.2727	0.	1.1358e-003
18	5.6667	3.4545	0.	1.2219e-003
19	5.6667	3.6364	0.	1.3883e-003
20	5.6667	3.8182	0.	1.7462e-003
21	5.3167	5.8182	0.	1.0647e-004
22	5.3167	5.6364	0.	1.5455e-004
23	5.3167	5.4545	0.	2.146e-004
24	5.3167	5.2727	0.	2.8122e-004
25	5.3167	5.0909	0.	3.5606e-004
26	5.3167	4.9091	0.	4.4289e-004
27	5.3167	4.7273	0.	5.4845e-004
28	5.3167	4.5455	0.	6.8439e-004
29	5.3167	4.3636	0.	8.7849e-004
30	5.3167	4.1818	0.	1.1621e-003
31	5.3167	4.	0.	1.3769e-003
32	5.3167	3.8182	0.	1.3104e-003
33	5.3167	3.6364	0.	1.2266e-003
34	5.3167	3.4545	0.	1.1358e-003
35	5.3167	3.2727	0.	1.0828e-003
36	5.3167	3.0909	0.	1.0577e-003
37	5.3167	2.9091	0.	1.0577e-003
38	5.3167	2.7273	0.	1.0828e-003
39	5.3167	2.5455	0.	1.1358e-003
40	5.3167	2.3636	0.	1.2266e-003
41	5.3167	2.1818	0.	1.3104e-003
42	5.3167	2.	0.	1.3769e-003
43	5.3167	1.8182	0.	1.1621e-003
44	5.3167	1.6364	0.	8.7849e-004
45	5.3167	1.4545	0.	6.8439e-004
46	5.3167	1.2727	0.	5.4845e-004
47	5.3167	1.0909	0.	4.4289e-004
48	5.3167	0.90909	0.	3.5606e-004
49	5.3167	0.72727	0.	2.8122e-004
50	5.3167	0.54545	0.	2.146e-004
51	5.3167	0.36364	0.	1.5455e-004
52	5.3167	0.18182	0.	1.0647e-004
53	5.1333	5.8182	0.	1.6039e-004
54	5.1333	5.6364	0.	1.8459e-004
55	5.1333	5.4545	0.	2.2636e-004
56	5.1333	5.2727	0.	2.7887e-004
57	5.1333	5.0909	0.	3.4064e-004
58	5.1333	4.9091	0.	4.1266e-004
59	5.1333	4.7273	0.	4.9789e-004
60	5.1333	4.5455	0.	5.9847e-004
61	5.1333	4.3636	0.	7.1771e-004
62	5.1333	4.1818	0.	8.4213e-004
63	5.1333	4.	0.	9.2473e-004
64	5.1333	3.8182	0.	9.8938e-004
65	5.1333	3.6364	0.	1.0074e-003
66	5.1333	3.4545	0.	9.998e-004
67	5.1333	3.2727	0.	9.8469e-004
68	5.1333	3.0909	0.	9.7543e-004
69	5.1333	2.9091	0.	9.7543e-004
70	5.1333	2.7273	0.	9.8469e-004
71	5.1333	2.5455	0.	9.998e-004
72	5.1333	2.3636	0.	1.0074e-003
73	5.1333	2.1818	0.	9.8938e-004
74	5.1333	2.	0.	9.2473e-004
75	5.1333	1.8182	0.	8.4213e-004
76	5.1333	1.6364	0.	7.1771e-004
77	5.1333	1.4545	0.	5.9847e-004
78	5.1333	1.2727	0.	4.9789e-004
79	5.1333	1.0909	0.	4.1266e-004
80	5.1333	0.90909	0.	3.4064e-004
81	5.1333	0.72727	0.	2.7887e-004
82	5.1333	0.54545	0.	2.2636e-004
83	5.1333	0.36364	0.	1.8459e-004
84	5.1333	0.18182	0.	1.6039e-004
85	4.95	5.8182	0.	2.1811e-004
86	4.95	5.6364	0.	2.3439e-004
87	4.95	5.4545	0.	2.6482e-004
88	4.95	5.2727	0.	3.0606e-004
89	4.95	5.0909	0.	3.5658e-004
90	4.95	4.9091	0.	4.1579e-004
91	4.95	4.7273	0.	4.8344e-004
92	4.95	4.5455	0.	5.5883e-004
93	4.95	4.3636	0.	6.3604e-004
94	4.95	4.1818	0.	7.0818e-004
95	4.95	4.	0.	7.6991e-004
96	4.95	3.8182	0.	8.1932e-004
97	4.95	3.6364	0.	8.5619e-004
98	4.95	3.4545	0.	8.7442e-004
99	4.95	3.2727	0.	8.8094e-004
100	4.95	3.0909	0.	8.8239e-004
101	4.95	2.9091	0.	8.8239e-004
102	4.95	2.7273	0.	8.8094e-004
103	4.95	2.5455	0.	8.7442e-004
104	4.95	2.3636	0.	8.5619e-004
105	4.95	2.1818	0.	8.1932e-004
106	4.95	2.	0.	7.6991e-004
107	4.95	1.8182	0.	7.0818e-004
108	4.95	1.6364	0.	6.3604e-004
109	4.95	1.4545	0.	5.5883e-004
110	4.95	1.2727	0.	4.8344e-004
111	4.95	1.0909	0.	4.1579e-004
112	4.95	0.90909	0.	3.5658e-004
113	4.95	0.72727	0.	3.0606e-004
114	4.95	0.54545	0.	2.6482e-004
115	4.95	0.36364	0.	2.3439e-004
116	4.95	0.18182	0.	2.1811e-004
117	4.7667	5.8182	0.	2.7122e-004
118	4.7667	5.6364	0.	2.8426e-004
119	4.7667	5.4545	0.	3.0771e-004
120	4.7667	5.2727	0.	3.399e-004
121	4.7667	5.0909	0.	3.7988e-004
122	4.7667	4.9091	0.	4.266e-004
123	4.7667	4.7273	0.	4.7865e-004
124	4.7667	4.5455	0.	5.3376e-004
125	4.7667	4.3636	0.	5.8859e-004
126	4.7667	4.1818	0.	6.3888e-004
127	4.7667	4.	0.	6.8388e-004
128	4.7667	3.8182	0.	7.2307e-004
