Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent (von-Mises) Stress (psi)
1	8.	6.	0.1	763.23
2	3.937e-014	6.	0.1	3344.7
3	8.	6.	0.	496.27
4	3.937e-014	6.	0.	2485.
5	8.	0.	0.1	538.43
6	8.	0.	0.	821.08
7	0.	0.	0.1	2176.8
8	0.	0.	0.	2864.
9	8.1667	0.	0.1	849.59
10	8.1667	0.	0.	687.49
11	24.	0.	0.	177.08
12	24.	0.	0.1	161.14
13	8.	4.	0.1	13751
14	8.	2.	0.1	16625
15	8.1667	2.	0.1	13796
16	24.	6.	0.1	108.69
17	8.1667	6.	0.1	432.3
18	8.1667	4.	0.1	11752
19	8.	4.	0.	11720
20	8.1667	4.	0.	11718
21	8.1667	6.	0.	629.71
22	24.	6.	0.	122.62
23	8.1667	2.	0.	13309
24	8.	2.	0.	12669
25	4.	6.	0.1	5077.5
26	4.	6.	0.	5159.5
27	4.	0.	0.1	4989.5
28	4.	0.	0.	5102.
29	16.083	0.	0.	1129.2
30	12.125	0.	0.	2586.2
31	16.083	0.	0.1	1400.7
32	12.125	0.	0.1	2582.2
33	8.	5.	0.1	2776.5
34	8.	4.5	0.1	5086.5
35	8.	1.	0.1	3181.4
36	8.	1.5	0.1	5276.7
37	8.1667	1.	0.1	2676.1
38	8.1667	1.5	0.1	5096.
39	16.09	6.	0.1	1249.3
40	12.125	6.	0.1	1761.4
41	8.1667	5.	0.1	2676.9
42	8.1667	4.5	0.1	4468.9
43	8.	5.	0.	2893.8
44	8.	4.5	0.	5798.3
45	8.1667	5.	0.	2447.5
46	8.1667	4.5	0.	5194.4
47	16.083	6.	0.	730.2
48	12.125	6.	0.	2122.4
49	8.1667	1.	0.	2915.5
50	8.1667	1.5	0.	5224.6
51	8.	1.	0.	3236.
52	8.	1.5	0.	5762.3
53	1.9685e-014	3.	0.1	5013.
54	9.8425e-015	1.5	0.1	4831.7
55	2.9528e-014	4.5	0.1	4529.4
56	24.	3.	0.1	255.44
57	24.	4.5	0.1	232.92
58	24.	1.5	0.1	266.61
59	24.	3.	0.	248.22
60	24.	4.5	0.	241.63
61	24.	1.5	0.	259.78
62	1.9685e-014	3.	0.	4438.7
63	9.8425e-015	1.5	0.	4332.4
64	2.9528e-014	4.5	0.	4374.
65	6.	6.	0.1	4174.2
66	7.	6.	0.1	2946.9
67	2.	6.	0.1	5703.2
68	1.	6.	0.1	5679.9
69	6.	6.	0.	4185.2
70	7.	6.	0.	2972.4
71	2.	6.	0.	5721.9
72	1.	6.	0.	5590.3
73	2.	0.	0.1	5481.8
74	1.	0.	0.1	5281.9
75	6.	0.	0.1	4452.3
76	7.	0.	0.1	3194.2
77	2.	0.	0.	5502.5
78	1.	0.	0.	5251.3
79	6.	0.	0.	4413.4
80	7.	0.	0.	3276.2
81	20.042	0.	0.	686.95
82	22.021	0.	0.	460.45
83	10.146	0.	0.	2918.
84	9.1563	0.	0.	2732.9
85	14.104	0.	0.	2027.5
86	20.042	0.	0.1	699.63
87	22.021	0.	0.1	464.74
88	10.146	0.	0.1	2975.
89	9.1563	0.	0.1	2683.4
90	14.104	0.	0.1	2005.2
91	8.	5.5	0.1	1670.2
92	8.	5.75	0.1	1104.7
93	8.	4.75	0.1	4152.3
94	8.	4.25	0.1	6624.
95	8.	0.5	0.1	1892.5
96	8.	0.25	0.1	1117.9
97	8.	1.25	0.1	4051.4
98	8.	1.75	0.1	7482.1
99	8.1667	0.5	0.1	1717.9
100	8.1667	0.25	0.1	1289.2
101	8.1667	1.75	0.1	6721.
102	8.1667	1.25	0.1	3679.5
103	20.042	6.	0.1	517.39
104	22.021	6.	0.1	430.15
105	14.104	6.	0.1	2339.6
106	10.146	6.	0.1	2834.2
107	9.1563	6.	0.1	2313.8
108	8.1667	5.5	0.1	1548.1
109	8.1667	5.75	0.1	979.27
110	8.1667	4.25	0.1	7980.1
111	8.1667	4.75	0.1	3697.3
112	8.	5.5	0.	1822.6
113	8.	5.75	0.	1257.9
114	8.	4.25	0.	7230.7
115	8.	4.75	0.	4256.7
116	8.1667	5.5	0.	1535.4
117	8.1667	5.75	0.	997.53
118	8.1667	4.75	0.	3806.7
119	8.1667	4.25	0.	7505.1
120	20.042	6.	0.	610.11
121	22.021	6.	0.	466.73
122	14.164	6.	0.	2278.8
123	10.146	6.	0.	2825.5
124	9.1563	6.	0.	2494.
125	8.1667	0.5	0.	1741.1
126	8.1667	0.25	0.	1305.7
127	8.1667	1.25	0.	3364.5
128	8.1667	1.75	0.	6628.6
129	8.	0.5	0.	1889.1
130	8.	0.25	0.	1231.9
131	8.	1.75	0.	6491.4
132	8.	1.25	0.	3880.2
133	1.4764e-014	2.25	0.1	4880.9
134	4.9213e-015	0.75	0.1	4198.
135	2.4606e-015	0.375	0.1	3377.
136	3.4449e-014	5.25	0.1	3620.3
137	3.6909e-014	5.625	0.1	3173.7
138	2.4606e-014	3.75	0.1	4793.3
139	24.	3.75	0.1	269.96
140	24.	5.25	0.1	200.42
141	24.	5.625	0.1	125.87
142	24.	0.75	0.1	236.7
143	24.	0.375	0.1	206.61
144	24.	2.25	0.1	258.35
145	24.	3.75	0.	265.26
146	24.	5.25	0.	204.32
147	24.	5.625	0.	158.94
148	24.	0.75	0.	235.63
149	24.	0.375	0.	207.45
150	24.	2.25	0.	269.73
151	1.4764e-014	2.25	0.	4365.1
152	4.9213e-015	0.75	0.	3748.9
153	2.4606e-015	0.375	0.	2825.2
154	3.4449e-014	5.25	0.	4087.2
155	3.6909e-014	5.625	0.	3538.1
156	2.4606e-014	3.75	0.	4257.6
157	5.	6.	0.1	4688.8
158	7.5	6.	0.1	1970.7
159	7.75	6.	0.1	1096.6
160	6.5	6.	0.1	3485.
161	3.	6.	0.1	5498.1
162	1.5	6.	0.1	5655.3
163	0.5	6.	0.1	4790.4
164	0.25	6.	0.1	4195.7
165	5.	6.	0.	4562.6
166	7.5	6.	0.	2421.7
167	7.75	6.	0.	1189.3
168	6.5	6.	0.	3652.7
