Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,5.0236,2.7487,0,0.00023443,2342.7,9.1673e-05,199.28,7.11e-05,44.698,-0.0002299,-2216.9,0.030433
2,5.3046,3.4164,0,0.00019503,1949,9.3987e-05,484.64,5.7395e-05,209.71,-0.00018176,-1587.2,0.033818
3,4.5275,2.6411,0,0.00016139,1612.8,8.5605e-05,366.87,2.8364e-05,-63.219,-0.00015186,-1417.4,0.02457
4,7.2565,2.8456,0,5.3659e-05,536.22,1.7715e-05,-60.784,1.2025e-05,-103.53,-5.6327e-05,-617.1,0.066648
5,3.8253,1.9245,0,0.00011814,1180.6,6.4916e-05,332.64,2.2791e-05,16.128,-0.00010898,-973.93,0.017497
6,5.3625,2.7676,0,0.0001833,1831.7,7.1118e-05,264.39,6.6706e-05,231.25,-0.00017484,-1583.6,0.03504
7,5.1754,3.1554,0,0.00020462,2044.7,0.00010165,414.49,4.4867e-05,-12.121,-0.0001944,-1809.9,0.032282
8,5.2382,2.4958,0,0.0002542,2540.2,0.00011711,465.41,6.8652e-05,101.35,-0.00024259,-2237.2,0.033238
9,20.878,3,0,4.6336e-06,46.304,2.277e-06,5.6722,6.8135e-07,-6.3171,-4.5266e-06,-45.448,0.3832
10,17.756,3,0,1.3225e-05,132.16,5.0958e-06,5.2702,3.5796e-06,-6.1216,-1.3203e-05,-132.22,0.30333
11,14.505,3.0007,0,2.6128e-05,261.1,9.301e-06,10.918,8.4702e-06,4.6751,-2.5857e-05,-253.25,0.22293
12,11.132,3.0555,0,3.1983e-05,319.61,1.4626e-05,8.1145,3.7206e-06,-73.824,-3.2303e-05,-344.49,0.14533
13,7.4941,4.4561,0,7.0992e-05,709.43,3.7861e-05,197.81,1.5869e-05,32.566,-6.5614e-05,-579.67,0.070148
14,2.1941,3.2874,0,0.00010911,1090.3,6.4844e-05,282.13,7.2566e-06,-150.55,-0.00010022,-958.11,0.0059259
15,4.8862,2.9433,0,0.0001852,1850.8,9.9183e-05,417.14,3.0124e-05,-101.75,-0.0001743,-1637.7,0.028646
16,5.7906,2.7651,0,0.0001466,1465,7.6577e-05,206.85,1.4721e-05,-257.91,-0.00014183,-1434.2,0.041484
