Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	2.6714	3.4538	0.	-6434.4
2	1.9134	2.9888	0.	-11301
3	0.98749	3.7241	0.	-6936.5
4	3.7318	3.4562	0.	-5236.6
5	3.2068	2.1433	0.	-5607.5
6	2.5024	2.194	0.	-7054.9
7	2.3736	3.127	0.	-10546
8	17.752	2.9352	0.	-1333.9
9	10.169	3.2834	0.	-2506.6
10	6.7156	1.6718	0.	-3572.2
11	4.9306	4.5735	0.	-3684.2
12	4.9306	4.5735	0.1	-346.24
13	6.7156	1.6718	0.1	-288.25
14	10.169	3.2834	0.1	34.982
15	17.752	2.9352	0.1	-125.89
16	2.3736	3.127	0.1	-942.72
17	2.5024	2.194	0.1	-2850.8
18	3.2068	2.1433	0.1	-122.04
19	3.7318	3.4562	0.1	12.497
20	0.98749	3.7241	0.1	-854.08
21	1.9134	2.9888	0.1	-114.97
22	2.6714	3.4538	0.1	-1924.7
23	2.1667	1.	0.1	38.891
24	2.1667	1.5	0.1	-4798.9
25	2.1667	2.	0.1	-8530.1
26	2.	2.	0.1	1531.3
27	2.	1.5	0.1	-340.8
28	2.	1.	0.1	-1763.3
29	2.1667	5.	0.1	159.63
30	2.1667	4.5	0.1	787.97
31	2.1667	4.	0.1	170.11
32	2.	4.	0.1	179.06
33	2.	4.5	0.1	-1361.4
34	2.	5.	0.1	596.85
35	2.1667	6.	0.1	-206.99
36	5.5781	6.	0.1	-363.52
37	10.354	6.	0.1	-138.31
38	17.177	6.	0.1	-54.878
39	24.	6.	0.1	50.562
40	24.	3.	0.1	-249.44
41	2.6226e-014	3.	0.1	3430.7
42	3.937e-014	6.	0.1	1837.6
43	1.	6.	0.1	-1161.1
44	2.	6.	0.1	912.69
45	24.	0.	0.1	-565.21
46	18.542	0.	0.1	-9.3049
47	13.083	0.	0.1	-132.95
48	7.625	0.	0.1	-377.
49	4.8958	0.	0.1	-556.88
50	2.1667	0.	0.1	-890.27
51	2.	0.	0.1	-1369.8
52	0.	0.	0.1	2340.3
53	2.	0.	0.	-3716.1
54	0.	0.	0.	-5313.7
55	4.8958	0.	0.	-3563.4
56	7.625	0.	0.	-3303.2
57	13.083	0.	0.	-1946.2
58	18.542	0.	0.	-1234.7
59	2.1667	0.	0.	-3553.3
60	24.	0.	0.	-681.56
61	1.	6.	0.	-3416.8
62	2.	6.	0.	-4480.8
63	3.937e-014	6.	0.	-3783.
64	2.6226e-014	3.	0.	-7227.5
65	24.	3.	0.	-806.34
66	24.	6.	0.	-984.18
67	17.177	6.	0.	-1456.9
68	10.354	6.	0.	-2284.1
69	5.5781	6.	0.	-3202.7
70	2.1667	6.	0.	-3883.7
71	2.	4.5	0.	-13181
72	2.	5.	0.	-6398.6
73	2.	4.	0.	-16588
74	2.1667	5.	0.	-5800.3
75	2.1667	4.5	0.	-11716
76	2.1667	4.	0.	-23904
77	2.	1.5	0.	-11569
78	2.	1.	0.	-7672.3
79	2.	2.	0.	-23824
80	2.1667	1.	0.	-4974.4
81	2.1667	1.5	0.	-2433.1
82	2.1667	2.	0.	-19816
83	3.2016	3.455	0.	-5814.6
84	2.5225	3.2904	0.	-8470.
85	2.6714	3.4538	5.e-002	-538.86
86	2.419	3.7269	0.	-15078
87	1.4505	3.3564	0.	-9096.4
88	2.2079	2.5914	0.	-9150.7
89	2.1435	3.0579	0.	-10903
90	1.9134	2.9888	5.e-002	-210.33
91	1.9567	2.4944	0.	-16937
92	0.98749	3.7241	5.e-002	-361.6
93	0.99374	4.862	0.	-5126.6
94	0.49374	3.362	0.	-7021.
95	1.4937	4.112	0.	-9572.4
96	1.4937	4.362	0.	-6459.6
97	1.4937	3.862	0.	-11761
98	1.4937	2.612	0.	-8575.8
99	1.4937	2.862	0.	-14726
100	3.4693	2.7997	0.	-5364.7
101	5.2237	2.564	0.	-4364.6
102	4.3312	4.0148	0.	-4459.2
103	3.7318	3.4562	5.e-002	-465.
104	2.9492	3.9781	0.	-8333.7
105	2.8546	2.1686	0.	-6323.2
106	2.7902	2.6351	0.	-8061.7
107	3.2068	2.1433	5.e-002	-358.43
108	4.0513	1.0716	0.	-4570.3
109	2.6867	1.5716	0.	-5253.2
110	2.5024	2.194	5.e-002	-944.62
111	2.3345	1.847	0.	-3438.2
112	2.3345	2.097	0.	-13209
113	2.3736	3.127	5.e-002	-82.496
114	2.1868	3.5635	0.	-13471
115	13.961	3.1093	0.	-1919.7
116	17.752	2.9352	5.e-002	-47.098
117	18.147	1.4676	0.	-1273.8
118	20.876	2.9676	0.	-1068.
