Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Stress (psi)
1	4.8835	2.2733	0.	-32.121
2	4.8555	4.7631	0.	173.37
3	2.4679	0.68405	0.	116.13
4	2.6041	1.7788	0.	86.771
5	4.8581	0.59059	0.	118.47
6	2.3129	4.3713	0.	-114.85
7	4.6688	5.4727	0.	144.94
8	5.3416	4.2275	0.	-39.862
9	2.2996	5.1857	0.	-30.315
10	1.1392	3.8707	0.	356.37
11	1.4216	1.2947	0.	316.02
12	1.1136	4.9614	0.	312.21
13	5.7476	1.1039	0.	18.889
14	7.0508	1.1594	0.	8.4995
15	8.2231	1.1887	0.	-2.6524
16	9.3832	1.2012	0.	-0.11599
17	10.531	1.2043	0.	-0.81303
18	11.67	1.1932	0.	2.2429
19	12.801	1.1655	0.	4.8518
20	13.921	1.2062	0.	6.744
21	15.033	1.2055	0.	7.8271
22	16.148	1.2005	0.	8.2762
23	17.269	1.1943	0.	8.4674
24	18.39	1.1944	0.	8.6541
25	19.511	1.1945	0.	8.7056
26	20.633	1.1946	0.	8.5806
27	21.754	1.1951	0.	8.2679
28	22.877	1.1969	0.	7.667
29	22.874	4.8147	0.	7.6526
30	21.75	4.8186	0.	8.2666
31	20.627	4.8205	0.	8.5824
32	19.505	4.8211	0.	8.7035
33	18.383	4.8213	0.	8.6669
34	17.262	4.8213	0.	8.528
35	16.144	4.8214	0.	8.2555
36	15.039	4.8452	0.	7.455
37	13.912	4.8466	0.	6.4031
38	12.782	4.8239	0.	4.627
39	11.652	4.7982	0.	1.3768
40	10.504	4.7993	0.	-0.40287
41	9.3283	4.7809	0.	-3.699
42	8.1157	4.7597	0.	7.3922
43	6.7513	4.6983	0.	-23.729
44	5.7067	5.2453	0.	2.5356
45	5.8882	2.2764	0.	6.2141
46	6.8669	3.4928	0.	-26.422
47	6.9886	2.3137	0.	-11.577
48	8.1649	2.3759	0.	4.1675
49	9.3502	2.3891	0.	-0.69339
