Node Numbers,X Locations (inches),Y Locations (inches),Z Locations (inches),Equivalent Elastic Strains (in/in),Equivalent Stress (psi),Max Principal Elastic Strain (in/in),Max Principal Stress (psi),Middle Principal Elastic Strain (in/in),Middle Principal Stress (psi),Min Principal Elastic Strain (in/in),Min Principal Stress (psi),Total Deformation (in)
1,18.67,3.2542,0,0.00021573,2155.8,0.00015805,1028,-6.6732e-06,-209.68,-0.00017325,-1461.3,1.3197
2,16.639,2.0693,0,0.00023269,2325.3,0.00017874,1466.6,1.6352e-05,246.49,-0.00017814,-1214.8,1.0829
3,21.462,2.6563,0,4.4792e-05,447.61,1.7608e-05,18.542,1.1555e-05,-26.937,-4.4761e-05,-450.07,1.6702
4,18.129,3.0207,0,0.00031575,3155.3,0.0002063,1332.3,3.5897e-05,51.923,-0.00027206,-2262,1.2549
5,14.944,3.834,0,0.00020911,2089.7,8.7057e-05,260.69,6.1816e-05,71.047,-0.00020282,-1917.3,0.89444
6,10.345,2.9957,0,0.00029711,2969.1,9.1639e-05,-270.13,8.4129e-05,-326.55,-0.00030722,-3267,0.4575
7,5.5862,2.992,0,0.00042793,4276.4,0.0002474,1102.4,4.4299e-05,-423.67,-0.00039544,-3727.7,0.1404
8,19.59,3.3674,0,9.7656e-05,975.89,5.6817e-05,285.05,1.3031e-05,-43.946,-8.93e-05,-812.82,1.4331
9,17.777,2.9284,0,0.00029409,2938.8,0.00019266,1148.6,2.1257e-05,-139.25,-0.00025491,-2214.3,1.2134
10,17.38,2.7032,0,0.00023987,2397,0.00015821,962.58,1.7722e-05,-93,-0.00020695,-1781.1,1.1673
11,17.957,2.7753,0,0.00029621,2960.1,0.00014646,626.96,6.9067e-05,45.451,-0.00028046,-2580.7,1.2348
12,19.775,4.6331,0,6.5326e-05,652.81,2.8401e-05,146.55,2.3337e-05,108.51,-6.0903e-05,-524.44,1.4527
13,19.775,4.6331,0.1,6.5326e-05,652.81,6.0903e-05,524.44,-2.3337e-05,-108.51,-2.8401e-05,-146.55,1.4527
14,17.957,2.7753,0.1,0.00029621,2960.1,0.00028046,2580.7,-6.9067e-05,-45.451,-0.00014646,-626.96,1.2348
15,17.38,2.7032,0.1,0.00023987,2397,0.00020695,1781.1,-1.7722e-05,93,-0.00015821,-962.58,1.1673
16,17.777,2.9284,0.1,0.00029409,2938.8,0.00025491,2214.3,-2.1257e-05,139.25,-0.00019266,-1148.6,1.2134
17,19.59,3.3674,0.1,9.7656e-05,975.89,8.93e-05,812.82,-1.3031e-05,43.946,-5.6817e-05,-285.05,1.4331
18,5.5862,2.992,0.1,0.00042793,4276.4,0.00039544,3727.7,-4.4299e-05,423.67,-0.0002474,-1102.4,0.1404
19,10.345,2.9957,0.1,0.00029711,2969.1,0.00030722,3267,-8.4129e-05,326.55,-9.1639e-05,270.13,0.4575
20,14.944,3.834,0.1,0.00020911,2089.7,0.00020282,1917.3,-6.1816e-05,-71.047,-8.7057e-05,-260.69,0.89444
21,18.129,3.0207,0.1,0.00031575,3155.3,0.00027206,2262,-3.5897e-05,-51.923,-0.0002063,-1332.3,1.2549
22,21.462,2.6563,0.1,4.4792e-05,447.61,4.4761e-05,450.07,-1.1555e-05,26.937,-1.7608e-05,-18.542,1.6702
23,16.639,2.0693,0.1,0.00023269,2325.3,0.00017814,1214.8,-1.6352e-05,-246.49,-0.00017874,-1466.6,1.0829
24,18.67,3.2542,0.1,0.00021573,2155.8,0.00017325,1461.3,6.6732e-06,209.68,-0.00015805,-1028,1.3197
25,18.167,1,0.1,0.00012111,1210.3,0.00012598,1394.3,-1.5025e-05,334.85,-4.956e-05,75.367,1.2595
26,18.167,1.5,0.1,0.00021521,2150.6,0.00022813,2605.7,-2.1679e-05,728.71,-8.4191e-05,259.03,1.2596
27,18.167,2,0.1,0.00047386,4735.3,0.00048478,5130.5,-9.4236e-05,780.01,-0.0001865,86.805,1.2598
28,18,2,0.1,0.00047332,4729.9,0.00045879,4492.3,-8.4273e-05,411.94,-0.0002312,-692,1.2397
29,18,1.5,0.1,0.00029312,2929.1,0.00027414,2627.5,-3.1348e-05,332.23,-0.00016494,-671.5,1.2383
30,18,1,0.1,0.00016507,1649.5,0.00016876,1782.3,-3.3615e-05,261.67,-6.4634e-05,28.598,1.2363
31,18.167,5,0.1,8.9933e-05,898.71,9.4475e-05,1037.9,-1.9194e-05,183.8,-3.0302e-05,100.34,1.2515
32,18.167,4.5,0.1,0.00021912,2189.7,0.00022552,2445.2,-3.1468e-05,514.23,-9.112e-05,66.03,1.2536
33,18.167,4,0.1,0.0005477,5473.2,0.00055791,5952,-8.1468e-05,1148,-0.00023508,-6.205,1.2559
34,18,4,0.1,0.00048503,4847,0.00049603,5223.6,-0.00010584,701.31,-0.00018498,106.73,1.236
35,18,4.5,0.1,0.00027235,2721.6,0.00026156,2405.7,-9.6292e-05,-283.11,-0.00010488,-347.62,1.2333
36,18,5,0.1,0.00018199,1818.6,0.00018068,1842.4,-3.0953e-05,252.3,-8.3237e-05,-140.54,1.2303
37,18.167,6,0.1,7.3015e-05,729.65,6.5795e-05,571.41,-1.2285e-05,-15.256,-4.2945e-05,-245.62,1.2473
38,21.083,6,0.1,4.3423e-05,433.93,4.5018e-05,482.24,-1.0688e-05,63.685,-1.4584e-05,34.413,1.6135
39,24,6,0.1,3.4664e-05,346.4,3.5429e-05,370.86,-8.4992e-06,40.8,-1.2578e-05,10.15,1.9866
40,24,3,0.1,2.7986e-05,279.67,2.8392e-05,296.66,-5.554e-06,41.602,-1.1411e-05,-2.4042,1.994
41,2.6226e-14,3,0.1,0.00035143,3511.8,0.00046412,6825.1,1.3663e-06,3348.1,-7.7836e-06,3279.4,0
42,3.937e-14,6,0.1,0.00035041,3501.6,0.00045483,6579.4,2.8786e-06,3183.6,-2.4126e-05,2980.7,0
43,6,6,0.1,0.00041856,4182.7,0.00039208,3737.2,-5.0683e-05,410.51,-0.00023288,-958.46,0.15683
44,12,6,0.1,0.00027072,2705.4,0.00027436,2834.1,-6.5232e-05,282.54,-0.00010317,-2.5168,0.59284
45,15,6,0.1,0.000219,2188.5,0.00021272,2032.7,-5.7007e-05,6.0885,-9.6144e-05,-287.97,0.89064
46,18,6,0.1,0.00014459,1444.9,0.00014828,1677.9,-2.7496e-06,543.14,-6.8216e-05,51.253,1.2234
47,24,0,0.1,2.9801e-05,297.8,2.9579e-05,295.87,-6.8658e-06,22.037,-1.2618e-05,-21.181,1.9994
48,21.083,0,0.1,4.2098e-05,420.69,4.0826e-05,396.07,-8.5977e-06,24.718,-1.9981e-05,-60.81,1.6261
49,18.167,0,0.1,5.7381e-05,573.41,5.858e-05,610.14,-1.5365e-05,54.554,-1.9905e-05,20.44,1.2595
50,18,0,0.1,0.00018141,1812.9,0.00017468,1630.1,-5.2617e-05,-77.652,-7.8497e-05,-272.1,1.2318
51,15,2.3253e-30,0.1,0.00016567,1655.5,0.00016088,1523,-4.9841e-05,-60.275,-6.7954e-05,-196.37,0.89913
52,12,1.8602e-30,0.1,0.00027187,2716.8,0.00027841,2922.3,-6.751e-05,323.16,-9.7032e-05,101.34,0.59887
53,6,9.3011e-31,0.1,0.00042572,4254.3,0.00039623,3796.3,-4.0369e-05,515.85,-0.00024353,-1010.6,0.15795
54,0,0,0.1,0.000346,3457.6,0.00045204,6579.5,2.7621e-06,3203.8,-1.8328e-05,3045.3,0
55,6,9.3011e-31,0,0.00042572,4254.3,0.00024353,1010.6,4.0369e-05,-515.85,-0.00039623,-3796.3,0.15795
56,12,1.8602e-30,0,0.00027187,2716.8,9.7032e-05,-101.34,6.751e-05,-323.16,-0.00027841,-2922.3,0.59887
57,15,2.3253e-30,0,0.00016567,1655.5,6.7954e-05,196.37,4.9841e-05,60.275,-0.00016088,-1523,0.89913
58,18,0,0,0.00018141,1812.9,7.8497e-05,272.1,5.2617e-05,77.652,-0.00017468,-1630.1,1.2318
59,0,0,0,0.000346,3457.6,1.8328e-05,-3045.3,-2.7621e-06,-3203.8,-0.00045204,-6579.5,0
60,21.083,0,0,4.2098e-05,420.69,1.9981e-05,60.81,8.5977e-06,-24.718,-4.0826e-05,-396.07,1.6261
61,18.167,0,0,5.7381e-05,573.41,1.9905e-05,-20.44,1.5365e-05,-54.554,-5.858e-05,-610.14,1.2595
