Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	12.4	2.1818	0.	4.3724e-004
2	12.4	2.3636	0.	3.5089e-004
3	12.4	2.5455	0.	3.0535e-004
4	12.4	2.7273	0.	2.8241e-004
5	12.4	2.9091	0.	2.7233e-004
6	12.4	3.0909	0.	2.7233e-004
7	12.4	3.2727	0.	2.8241e-004
8	12.4	3.4545	0.	3.0535e-004
9	12.4	3.6364	0.	3.5089e-004
10	12.4	3.8182	0.	4.3724e-004
11	12.567	2.1818	0.	4.139e-004
12	12.567	2.3636	0.	3.4233e-004
13	12.567	2.5455	0.	2.988e-004
14	12.567	2.7273	0.	2.7686e-004
15	12.567	2.9091	0.	2.6711e-004
16	12.567	3.0909	0.	2.671e-004
17	12.567	3.2727	0.	2.7686e-004
18	12.567	3.4545	0.	2.988e-004
19	12.567	3.6364	0.	3.4233e-004
20	12.567	3.8182	0.	4.139e-004
21	12.218	5.8182	0.	2.719e-005
22	12.218	5.6364	0.	4.5218e-005
23	12.218	5.4545	0.	7.048e-005
24	12.218	5.2727	0.	9.9759e-005
25	12.218	5.0909	0.	1.3335e-004
26	12.218	4.9091	0.	1.7264e-004
27	12.218	4.7273	0.	2.201e-004
28	12.218	4.5455	0.	2.8016e-004
29	12.218	4.3636	0.	3.6263e-004
30	12.218	4.1818	0.	4.5893e-004
31	12.218	4.	0.	4.5922e-004
32	12.218	3.8182	0.	3.4009e-004
33	12.218	3.6364	0.	3.0807e-004
34	12.218	3.4545	0.	2.8062e-004
35	12.218	3.2727	0.	2.6689e-004
36	12.218	3.0909	0.	2.601e-004
37	12.218	2.9091	0.	2.601e-004
38	12.218	2.7273	0.	2.6689e-004
39	12.218	2.5455	0.	2.8062e-004
40	12.218	2.3636	0.	3.0807e-004
41	12.218	2.1818	0.	3.4009e-004
42	12.218	2.	0.	4.5922e-004
43	12.218	1.8182	0.	4.5893e-004
44	12.218	1.6364	0.	3.6263e-004
45	12.218	1.4545	0.	2.8016e-004
46	12.218	1.2727	0.	2.201e-004
47	12.218	1.0909	0.	1.7264e-004
48	12.218	0.90909	0.	1.3335e-004
49	12.218	0.72727	0.	9.9759e-005
50	12.218	0.54545	0.	7.048e-005
51	12.218	0.36364	0.	4.5218e-005
52	12.218	0.18182	0.	2.719e-005
53	12.035	5.8182	0.	3.4906e-005
54	12.035	5.6364	0.	4.5013e-005
55	12.035	5.4545	0.	6.3101e-005
56	12.035	5.2727	0.	8.62e-005
57	12.035	5.0909	0.	1.1337e-004
58	12.035	4.9091	0.	1.4458e-004
59	12.035	4.7273	0.	1.8042e-004
60	12.035	4.5455	0.	2.1981e-004
61	12.035	4.3636	0.	2.6027e-004
62	12.035	4.1818	0.	2.8624e-004
63	12.035	4.	0.	2.7003e-004
64	12.035	3.8182	0.	2.5444e-004
65	12.035	3.6364	0.	2.4699e-004
66	12.035	3.4545	0.	2.4223e-004
67	12.035	3.2727	0.	2.3794e-004
68	12.035	3.0909	0.	2.3563e-004
69	12.035	2.9091	0.	2.3563e-004
70	12.035	2.7273	0.	2.3794e-004
71	12.035	2.5455	0.	2.4223e-004
72	12.035	2.3636	0.	2.4699e-004
73	12.035	2.1818	0.	2.5444e-004
74	12.035	2.	0.	2.7003e-004
75	12.035	1.8182	0.	2.8624e-004
76	12.035	1.6364	0.	2.6027e-004
77	12.035	1.4545	0.	2.1981e-004
78	12.035	1.2727	0.	1.8042e-004
79	12.035	1.0909	0.	1.4458e-004
80	12.035	0.90909	0.	1.1337e-004
81	12.035	0.72727	0.	8.62e-005
82	12.035	0.54545	0.	6.3101e-005
83	12.035	0.36364	0.	4.5013e-005
84	12.035	0.18182	0.	3.4906e-005
85	11.853	5.8182	0.	4.5837e-005
86	11.853	5.6364	0.	5.406e-005
87	11.853	5.4545	0.	6.7854e-005
88	11.853	5.2727	0.	8.6075e-005
89	11.853	5.0909	0.	1.0783e-004
90	11.853	4.9091	0.	1.324e-004
91	11.853	4.7273	0.	1.5874e-004
92	11.853	4.5455	0.	1.8495e-004
93	11.853	4.3636	0.	2.0593e-004
