Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	3.2802	3.8156	0.	3.9203e-004
2	4.5308	2.8293	0.	1.2821e-004
3	2.0935	0.78762	0.	1.1245e-004
4	2.1726	2.4878	0.	1.3082e-004
5	4.6365	0.7108	0.	8.2336e-005
6	4.5807	4.728	0.	1.2095e-004
7	4.1944	5.0617	0.	8.1109e-005
8	5.6586	3.1217	0.	1.0329e-004
9	1.2577	4.4774	0.	1.3104e-004
10	4.3811	5.461	0.	8.3243e-005
11	5.3335	1.8432	0.	1.0545e-004
12	1.0157	2.0792	0.	1.5292e-004
13	1.0096	1.024	0.	1.4251e-004
14	1.077	3.1932	0.	1.5217e-004
15	6.911	3.4945	0.	8.0111e-005
16	5.6777	0.90886	0.	9.1892e-005
17	6.7138	1.0696	0.	8.4912e-005
18	7.7981	1.1775	0.	7.6188e-005
19	8.9294	1.2257	0.	6.6135e-005
20	10.068	1.2446	0.	5.6976e-005
21	11.228	1.2502	0.	4.8125e-005
22	12.42	1.2576	0.	3.9919e-005
23	13.607	1.2622	0.	3.22e-005
24	14.791	1.2384	0.	2.5613e-005
25	15.983	1.2065	0.	1.9744e-005
26	17.142	1.199	0.	1.4595e-005
27	18.294	1.191	0.	1.038e-005
28	19.434	1.1898	0.	6.952e-006
29	20.574	1.1881	0.	4.2906e-006
30	21.714	1.1947	0.	2.3864e-006
31	22.857	1.1956	0.	1.2488e-006
32	22.851	2.3942	0.	1.5855e-006
33	22.851	3.6019	0.	1.5846e-006
34	22.854	4.8075	0.	1.2492e-006
35	21.71	4.7978	0.	2.3936e-006
36	20.564	4.7987	0.	4.3136e-006
37	19.423	4.7875	0.	6.9932e-006
38	18.284	4.7826	0.	1.042e-005
39	17.144	4.7811	0.	1.462e-005
40	16.007	4.8004	0.	1.9514e-005
41	14.924	4.8401	0.	2.4775e-005
42	13.828	4.8846	0.	3.1292e-005
43	12.734	4.8524	0.	3.7639e-005
44	11.61	4.8359	0.	4.5418e-005
45	10.464	4.8101	0.	5.3926e-005
46	9.2631	4.803	0.	6.3142e-005
47	7.9771	4.7632	0.	7.4654e-005
48	6.4566	4.7105	0.	8.3598e-005
49	5.4377	5.226	0.	9.2288e-005
50	6.287	2.148	0.	8.5535e-005
51	7.4075	2.3505	0.	7.7318e-005
52	8.5913	2.4461	0.	6.848e-005
53	9.7783	2.4871	0.	5.8874e-005
54	10.942	2.4919	0.	4.9841e-005
55	12.181	2.4597	0.	4.1398e-005
56	13.466	2.5239	0.	3.2723e-005
57	14.786	2.4293	0.	2.5712e-005
58	15.972	2.4026	0.	1.9636e-005
59	17.132	2.3914	0.	1.4709e-005
60	18.286	2.3916	0.	1.0484e-005
61	19.425	2.3947	0.	7.0726e-006
62	20.566	2.3986	0.	4.4457e-006
63	21.706	2.3986	0.	2.6106e-006
64	21.7	3.5969	0.	2.6185e-006
65	20.558	3.5943	0.	4.4596e-006
