Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.1183	2.7538	0.	-1.8533e-004
2	3.9165	2.2925	0.	-1.4872e-004
3	1.2911	1.8638	0.	-1.5642e-004
4	2.8636	2.9608	0.	-2.1572e-004
5	3.987	4.7426	0.	-1.216e-004
6	1.8897	0.51432	0.	-9.811e-005
7	1.0068	0.76274	0.	-1.3452e-004
8	3.9599	0.60426	0.	-8.365e-005
9	1.8435	5.3623	0.	-1.1302e-004
10	1.8592	3.6601	0.	-1.7687e-004
11	3.7641	5.4743	0.	-8.1268e-005
12	4.4365	4.1009	0.	-1.2533e-004
13	0.92888	3.6572	0.	-1.5936e-004
14	0.96087	4.8491	0.	-1.2635e-004
15	1.056	2.6229	0.	-1.6589e-004
16	4.9544	2.2902	0.	-1.1319e-004
17	4.8278	1.1134	0.	-9.6989e-005
18	6.1101	1.1706	0.	-9.2163e-005
19	7.2743	1.1987	0.	-8.1272e-005
20	8.4202	1.2111	0.	-7.0989e-005
21	9.5528	1.2153	0.	-6.1329e-005
22	10.687	1.2128	0.	-5.2379e-005
23	11.789	1.1767	0.	-4.4178e-005
24	12.894	1.2182	0.	-3.6692e-005
25	13.994	1.2061	0.	-2.9937e-005
26	15.102	1.1932	0.	-2.384e-005
27	16.216	1.1903	0.	-1.8416e-005
28	17.326	1.1754	0.	-1.3711e-005
29	18.435	1.177	0.	-9.7304e-006
30	19.545	1.1902	0.	-6.4627e-006
31	20.656	1.1907	0.	-3.9048e-006
32	21.77	1.1918	0.	-2.0417e-006
33	22.884	1.1949	0.	-8.7006e-007
34	22.871	2.3929	0.	-1.0118e-006
35	22.868	3.6013	0.	-1.0149e-006
36	22.877	4.7951	0.	-8.7899e-007
37	21.757	4.7926	0.	-2.058e-006
38	20.642	4.7934	0.	-3.9347e-006
39	19.528	4.7929	0.	-6.5125e-006
40	18.419	4.789	0.	-9.7908e-006
41	17.312	4.786	0.	-1.3768e-005
42	16.207	4.7882	0.	-1.8438e-005
43	15.107	4.7984	0.	-2.3798e-005
44	14.001	4.8325	0.	-2.9893e-005
45	12.889	4.8299	0.	-3.6735e-005
46	11.782	4.8286	0.	-4.426e-005
47	10.665	4.8259	0.	-5.2494e-005
48	9.5248	4.8044	0.	-6.1577e-005
49	8.364	4.7911	0.	-7.1486e-005
50	7.1601	4.7705	0.	-8.3015e-005
51	5.7965	4.7115	0.	-9.3878e-005
52	4.8027	5.2395	0.	-9.9004e-005
53	5.9394	3.5039	0.	-9.3483e-005
54	6.0187	2.3393	0.	-9.2814e-005
55	7.1997	2.3849	0.	-8.1481e-005
56	8.3765	2.4064	0.	-7.0999e-005
57	9.541	2.4253	0.	-6.1107e-005
58	10.691	2.4142	0.	-5.2137e-005
59	11.793	2.439	0.	-4.4037e-005
60	12.877	2.4297	0.	-3.6706e-005
61	13.978	2.4175	0.	-3.e-005
62	15.086	2.3955	0.	-2.3899e-005
63	16.196	2.3822	0.	-1.8501e-005
64	17.302	2.3836	0.	-1.3822e-005
65	18.409	2.3865	0.	-9.8436e-006
66	19.517	2.3905	0.	-6.5774e-006
67	20.63	2.388	0.	-4.0206e-006
68	21.748	2.3897	0.	-2.1675e-006
69	21.746	3.5912	0.	-2.1709e-006
70	20.632	3.5909	0.	-4.0181e-006
71	19.52	3.5906	0.	-6.5737e-006
72	18.41	3.588	0.	-9.8433e-006
73	17.302	3.5843	0.	-1.3817e-005
74	16.194	3.5873	0.	-1.8505e-005
75	15.089	3.6004	0.	-2.3883e-005
76	13.989	3.6199	0.	-2.9926e-005
77	12.888	3.6319	0.	-3.6662e-005
78	11.78	3.6555	0.	-4.4132e-005
79	10.654	3.6224	0.	-5.2385e-005
80	9.5115	3.6206	0.	-6.1387e-005
81	8.3417	3.6039	0.	-7.1227e-005
82	7.1393	3.5826	0.	-8.2103e-005
83	3.5535	5.0839	0.	-8.1878e-005
84	1.6723	1.3077	0.	-1.4091e-004
85	2.125	4.8847	0.	-9.7469e-005
86	3.4803	3.1348	0.	-1.6777e-004
87	3.6486	1.0521	0.	-7.3727e-005
88	3.8985	1.5641	0.	-1.1509e-004
89	4.7307	3.3157	0.	-1.2859e-004
90	1.9178	4.4214	0.	-1.4063e-004
91	2.0382	0.93074	0.	-9.9876e-005
92	2.0382	0.93074	0.1	-4.0833e-005
93	1.9178	4.4214	0.1	-6.1938e-005
94	4.7307	3.3157	0.1	-5.0797e-005
95	3.8985	1.5641	0.1	-5.3217e-005
96	3.6486	1.0521	0.1	-3.8536e-005
97	3.4803	3.1348	0.1	-6.2678e-005
98	2.125	4.8847	0.1	-4.4821e-005
99	1.6723	1.3077	0.1	-6.4015e-005
100	3.5535	5.0839	0.1	-4.0446e-005
101	7.1393	3.5826	0.1	-2.9186e-005
102	8.3417	3.6039	0.1	-2.4035e-005
103	9.5115	3.6206	0.1	-2.0556e-005
104	10.654	3.6224	0.1	-1.7342e-005
105	11.78	3.6555	0.1	-1.4997e-005
106	12.888	3.6319	0.1	-1.2777e-005
107	13.989	3.6199	0.1	-1.07e-005
108	15.089	3.6004	0.1	-8.7729e-006
109	16.194	3.5873	0.1	-7.0464e-006
110	17.302	3.5843	0.1	-5.5359e-006
111	18.41	3.588	0.1	-4.2412e-006
112	19.52	3.5906	0.1	-3.1737e-006
113	20.632	3.5909	0.1	-2.337e-006
114	21.746	3.5912	0.1	-1.7304e-006
115	21.748	2.3897	0.1	-1.7237e-006
116	20.63	2.388	0.1	-2.3282e-006
117	19.517	2.3905	0.1	-3.1633e-006
118	18.409	2.3865	0.1	-4.2273e-006
119	17.302	2.3836	0.1	-5.5197e-006
120	16.196	2.3822	0.1	-7.036e-006
121	15.086	2.3955	0.1	-8.7653e-006
122	13.978	2.4175	0.1	-1.0692e-005
123	12.877	2.4297	0.1	-1.2807e-005
124	11.793	2.439	0.1	-1.5019e-005
125	10.691	2.4142	0.1	-1.7334e-005
126	9.541	2.4253	0.1	-2.0343e-005
127	8.3765	2.4064	0.1	-2.4143e-005
128	7.1997	2.3849	0.1	-2.8487e-005
129	6.0187	2.3393	0.1	-3.1767e-005
130	5.9394	3.5039	0.1	-3.2278e-005
131	4.8027	5.2395	0.1	-3.5179e-005
132	5.7965	4.7115	0.1	-3.2841e-005
133	7.1601	4.7705	0.1	-2.961e-005
134	8.364	4.7911	0.1	-2.387e-005
135	9.5248	4.8044	0.1	-2.0422e-005
136	10.665	4.8259	0.1	-1.7516e-005
137	11.782	4.8286	0.1	-1.5048e-005
138	12.889	4.8299	0.1	-1.2708e-005
139	14.001	4.8325	0.1	-1.0546e-005
140	15.107	4.7984	0.1	-8.6064e-006
141	16.207	4.7882	0.1	-6.8647e-006
142	17.312	4.786	0.1	-5.3338e-006
143	18.419	4.789	0.1	-4.0275e-006
144	19.528	4.7929	0.1	-2.9458e-006
145	20.642	4.7934	0.1	-2.0858e-006
146	21.757	4.7926	0.1	-1.4433e-006
147	22.877	4.7951	0.1	-1.0024e-006
148	22.868	3.6013	0.1	-1.3458e-006
149	22.871	2.3929	0.1	-1.3447e-006
