Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Elastic Strain (in/in)
1	2.6874	3.2928	0.	-8.7416e-004
2	1.8695	3.2378	0.	-1.1641e-003
3	0.99403	3.7451	0.	-6.3099e-004
4	3.7484	3.4222	0.	-5.0086e-004
5	3.325	1.7119	0.	-4.8366e-004
6	2.6398	2.2821	0.	-7.0943e-004
7	2.1337	3.5054	0.	-1.2352e-003
8	17.698	2.9828	0.	-1.3707e-004
9	10.117	3.276	0.	-2.3252e-004
10	6.7506	1.654	0.	-3.6312e-004
11	4.9097	4.5685	0.	-3.7794e-004
12	4.9097	4.5685	0.1	-1.6691e-004
13	6.7506	1.654	0.1	-1.407e-004
14	10.117	3.276	0.1	-9.4984e-005
15	17.698	2.9828	0.1	-5.9219e-005
16	2.1337	3.5054	0.1	-6.8539e-004
17	2.6398	2.2821	0.1	-3.7413e-004
18	3.325	1.7119	0.1	-2.0685e-004
19	3.7484	3.4222	0.1	-1.9391e-004
20	0.99403	3.7451	0.1	-3.0793e-004
21	1.8695	3.2378	0.1	-4.8637e-004
22	2.6874	3.2928	0.1	-4.4887e-004
23	2.1667	1.	0.1	-1.615e-004
24	2.1667	1.5	0.1	-4.0764e-004
25	2.1667	2.	0.1	-1.3662e-003
26	2.	2.	0.1	-7.9383e-004
27	2.	1.5	0.1	-5.7185e-004
28	2.	1.	0.1	-5.1751e-004
29	2.1667	5.	0.1	-2.0242e-004
30	2.1667	4.5	0.1	-3.4987e-004
31	2.1667	4.	0.1	-7.9182e-004
32	2.	4.	0.1	-7.7909e-004
33	2.	4.5	0.1	-5.5174e-004
34	2.	5.	0.1	-1.5992e-004
35	2.1667	6.	0.1	-1.5816e-004
36	5.5781	6.	0.1	-1.528e-004
37	10.354	6.	0.1	-9.5894e-005
38	17.177	6.	0.1	-5.6219e-005
39	24.	6.	0.1	-2.9873e-005
40	24.	3.	0.1	-5.7091e-005
41	2.6226e-014	3.	0.1	-1.6812e-005
42	3.937e-014	6.	0.1	-3.9015e-006
43	1.	6.	0.1	-2.1981e-004
44	2.	6.	0.1	-1.1808e-004
45	24.	0.	0.1	-8.9067e-005
46	18.542	0.	0.1	-4.4349e-005
47	13.083	0.	0.1	-7.8397e-005
48	7.625	0.	0.1	-1.4332e-004
49	4.8958	0.	0.1	-1.4298e-004
50	2.1667	0.	0.1	-3.2061e-004
51	2.	0.	0.1	-2.9946e-004
52	0.	0.	0.1	-3.1861e-005
53	2.	0.	0.	-3.8317e-004
54	0.	0.	0.	-3.666e-004
55	4.8958	0.	0.	-3.8256e-004
56	7.625	0.	0.	-3.3162e-004
57	13.083	0.	0.	-1.9591e-004
58	18.542	0.	0.	-1.235e-004
59	2.1667	0.	0.	-3.8745e-004
60	24.	0.	0.	-7.6848e-005
61	1.	6.	0.	-3.7044e-004
62	2.	6.	0.	-3.1735e-004
63	3.937e-014	6.	0.	-2.341e-004
64	2.6226e-014	3.	0.	-4.9088e-004
65	24.	3.	0.	-8.2827e-005
66	24.	6.	0.	-9.4349e-005
67	17.177	6.	0.	-1.4383e-004
68	10.354	6.	0.	-2.232e-004
69	5.5781	6.	0.	-3.2587e-004
70	2.1667	6.	0.	-4.0095e-004
71	2.	4.5	0.	-1.1458e-003
72	2.	5.	0.	-4.8125e-004
73	2.	4.	0.	-1.9004e-003
74	2.1667	5.	0.	-5.4822e-004
75	2.1667	4.5	0.	-1.0959e-003
76	2.1667	4.	0.	-2.367e-003
77	2.	1.5	0.	-1.1274e-003
78	2.	1.	0.	-7.5457e-004
79	2.	2.	0.	-2.0485e-003
80	2.1667	1.	0.	-4.2071e-004
81	2.1667	1.5	0.	-6.8561e-004
82	2.1667	2.	0.	-2.2957e-003
83	3.2179	3.3575	0.	-6.8423e-004
84	2.6636	2.7874	0.	-7.9027e-004
85	2.4106	3.3991	0.	-1.0538e-003
86	2.6874	3.2928	5.e-002	-9.6098e-005
87	2.427	3.6464	0.	-1.5904e-003
88	1.4318	3.4915	0.	-8.9374e-004
89	2.2547	2.76	0.	-9.3587e-004
90	2.0016	3.3716	0.	-1.1978e-003
91	1.8695	3.2378	5.e-002	-1.2182e-005
92	1.9348	2.6189	0.	-1.5344e-003
93	0.99403	3.7451	5.e-002	-3.1631e-005
94	0.99701	4.8725	0.	-4.934e-004
95	0.49701	3.3725	0.	-5.5253e-004
96	1.497	4.1225	0.	-8.2368e-004
97	1.497	4.3725	0.	-5.2332e-004
98	1.497	3.8725	0.	-1.2633e-003
99	1.497	2.6225	0.	-7.8889e-004
100	1.497	2.8725	0.	-1.2649e-003
