Node Number	X Location (in)	Y Location (in)	Z Location (in)	Equivalent Elastic Strain (in/in)
1	2.6874	3.2928	0.	9.119e-004
2	1.8695	3.2378	0.	1.1813e-003
3	0.99403	3.7451	0.	6.6323e-004
4	3.7484	3.4222	0.	4.9513e-004
5	3.325	1.7119	0.	4.9144e-004
6	2.6398	2.2821	0.	7.7248e-004
7	2.1337	3.5054	0.	1.3408e-003
8	17.698	2.9828	0.	1.4016e-004
9	10.117	3.276	0.	2.2694e-004
10	6.7506	1.654	0.	3.652e-004
11	4.9097	4.5685	0.	3.8257e-004
12	4.9097	4.5685	0.1	3.8257e-004
13	6.7506	1.654	0.1	3.652e-004
14	10.117	3.276	0.1	2.2694e-004
15	17.698	2.9828	0.1	1.4016e-004
16	2.1337	3.5054	0.1	1.3408e-003
17	2.6398	2.2821	0.1	7.7248e-004
18	3.325	1.7119	0.1	4.9144e-004
19	3.7484	3.4222	0.1	4.9513e-004
20	0.99403	3.7451	0.1	6.6323e-004
21	1.8695	3.2378	0.1	1.1813e-003
22	2.6874	3.2928	0.1	9.119e-004
23	2.1667	1.	0.1	4.021e-004
24	2.1667	1.5	0.1	7.3308e-004
25	2.1667	2.	0.1	2.4933e-003
26	2.	2.	0.1	1.9319e-003
27	2.	1.5	0.1	1.1278e-003
28	2.	1.	0.1	8.2935e-004
29	2.1667	5.	0.1	5.3479e-004
30	2.1667	4.5	0.1	1.0554e-003
31	2.1667	4.	0.1	2.2773e-003
32	2.	4.	0.1	1.8476e-003
33	2.	4.5	0.1	1.1488e-003
34	2.	5.	0.1	4.5523e-004
35	2.1667	6.	0.1	4.0477e-004
36	5.5781	6.	0.1	3.3074e-004
37	10.354	6.	0.1	2.2376e-004
38	17.177	6.	0.1	1.4433e-004
39	24.	6.	0.1	9.1848e-005
40	24.	3.	0.1	9.1569e-005
41	2.6226e-014	3.	0.1	3.7128e-004
42	3.937e-014	6.	0.1	1.7606e-004
43	1.	6.	0.1	4.0441e-004
44	2.	6.	0.1	2.8551e-004
45	24.	0.	0.1	1.1096e-004
46	18.542	0.	0.1	1.2396e-004
47	13.083	0.	0.1	1.9669e-004
48	7.625	0.	0.1	3.323e-004
49	4.8958	0.	0.1	3.9173e-004
50	2.1667	0.	0.1	4.6186e-004
51	2.	0.	0.1	4.4453e-004
52	0.	0.	0.1	2.8211e-004
53	2.	0.	0.	4.4453e-004
54	0.	0.	0.	2.8211e-004
55	4.8958	0.	0.	3.9173e-004
56	7.625	0.	0.	3.323e-004
57	13.083	0.	0.	1.9669e-004
58	18.542	0.	0.	1.2396e-004
59	2.1667	0.	0.	4.6186e-004
60	24.	0.	0.	1.1096e-004
61	1.	6.	0.	4.0441e-004
62	2.	6.	0.	2.8551e-004
63	3.937e-014	6.	0.	1.7606e-004
64	2.6226e-014	3.	0.	3.7128e-004
65	24.	3.	0.	9.1569e-005
66	24.	6.	0.	9.1848e-005
67	17.177	6.	0.	1.4433e-004
68	10.354	6.	0.	2.2376e-004
69	5.5781	6.	0.	3.3074e-004
70	2.1667	6.	0.	4.0477e-004
71	2.	4.5	0.	1.1488e-003
72	2.	5.	0.	4.5523e-004
73	2.	4.	0.	1.8476e-003
74	2.1667	5.	0.	5.3479e-004
75	2.1667	4.5	0.	1.0554e-003
76	2.1667	4.	0.	2.2773e-003
77	2.	1.5	0.	1.1278e-003
78	2.	1.	0.	8.2935e-004
79	2.	2.	0.	1.9319e-003
80	2.1667	1.	0.	4.021e-004
81	2.1667	1.5	0.	7.3308e-004
82	2.1667	2.	0.	2.4933e-003
83	3.2179	3.3575	0.	6.9853e-004
84	2.6636	2.7874	0.	8.3514e-004
85	2.4106	3.3991	0.	1.1241e-003
86	2.6874	3.2928	5.e-002	1.2515e-004
87	2.427	3.6464	0.	1.5493e-003
88	1.4318	3.4915	0.	9.1286e-004
89	2.2547	2.76	0.	9.7504e-004
90	2.0016	3.3716	0.	1.258e-003
91	1.8695	3.2378	5.e-002	1.5864e-005
92	1.9348	2.6189	0.	1.4623e-003
93	0.99403	3.7451	5.e-002	4.1193e-005
94	0.99701	4.8725	0.	5.2567e-004
95	0.49701	3.3725	0.	5.0677e-004
96	1.497	4.1225	0.	8.4115e-004
97	1.497	4.3725	0.	5.2438e-004
98	1.497	3.8725	0.	1.2416e-003
99	1.497	2.6225	0.	8.1106e-004
100	1.497	2.8725	0.	1.2242e-003
101	3.5367	2.5671	0.	4.7956e-004
102	5.2495	2.5381	0.	4.2374e-004
103	4.329	3.9954	0.	4.3548e-004
104	3.7484	3.4222	5.e-002	6.1783e-005
105	2.9575	3.9611	0.	7.5184e-004
106	2.9824	1.997	0.	6.2864e-004
107	3.325	1.7119	5.e-002	2.5426e-005
108	4.1104	0.85597	0.	4.3537e-004
109	2.7458	1.356	0.	4.4063e-004
110	2.6398	2.2821	5.e-002	8.6444e-005
111	2.4033	1.891	0.	5.991e-004
112	2.4033	2.141	0.	1.5953e-003
113	2.1337	3.5054	5.e-002	5.145e-005
114	2.0669	3.7527	0.	1.5529e-003
115	13.908	3.1294	0.	1.82e-004
116	17.698	2.9828	5.e-002	7.87e-006
117	18.12	1.4914	0.	1.3054e-004
118	20.849	2.9914	0.	1.1401e-004
119	17.438	4.4914	0.	1.4193e-004
120	8.4336	2.465	0.	2.9401e-004
121	7.5131	3.9223	0.	3.0066e-004
122	10.117	3.276	5.e-002	1.7623e-005
123	11.6	1.638	0.	2.1055e-004
124	10.235	4.638	0.	2.2433e-004
125	6.7506	1.654	5.e-002	2.6795e-005
126	5.8232	0.82698	0.	3.7594e-004
127	7.1878	0.82698	0.	3.4746e-004
128	4.9097	4.5685	5.e-002	6.739e-005
129	5.2439	5.2843	0.	3.5621e-004
130	3.5382	4.7843	0.	4.4508e-004
131	7.5131	3.9223	0.1	3.0066e-004
132	4.329	3.9954	0.1	4.3548e-004
133	3.5382	4.7843	0.1	4.4508e-004
134	5.2439	5.2843	0.1	3.5621e-004
135	8.4336	2.465	0.1	2.9401e-004
136	5.2495	2.5381	0.1	4.2374e-004
137	7.1878	0.82698	0.1	3.4746e-004
138	5.8232	0.82698	0.1	3.7594e-004
139	13.908	3.1294	0.1	1.82e-004
140	10.235	4.638	0.1	2.2433e-004
141	11.6	1.638	0.1	2.1055e-004
142	17.438	4.4914	0.1	1.4193e-004
143	20.849	2.9914	0.1	1.1401e-004
144	18.12	1.4914	0.1	1.3054e-004
145	2.0016	3.3716	0.1	1.258e-003
146	2.4106	3.3991	0.1	1.1241e-003
147	2.0669	3.7527	0.1	1.5529e-003
148	2.9824	1.997	0.1	6.2864e-004
149	2.2547	2.76	0.1	9.7504e-004
150	2.6636	2.7874	0.1	8.3514e-004
151	2.4033	1.891	0.1	5.991e-004
152	2.4033	2.141	0.1	1.5953e-003
153	3.5367	2.5671	0.1	4.7956e-004
154	2.7458	1.356	0.1	4.4063e-004
155	4.1104	0.85597	0.1	4.3537e-004
156	3.2179	3.3575	0.1	6.9853e-004
157	2.9575	3.9611	0.1	7.5184e-004
158	1.4318	3.4915	0.1	9.1286e-004
159	1.497	2.8725	0.1	1.2242e-003
160	1.497	2.6225	0.1	8.1106e-004
161	1.497	3.8725	0.1	1.2416e-003
162	1.497	4.1225	0.1	8.4115e-004
163	1.497	4.3725	0.1	5.2438e-004
164	0.49701	3.3725	0.1	5.0677e-004
165	0.99701	4.8725	0.1	5.2567e-004
166	1.9348	2.6189	0.1	1.4623e-003
167	2.427	3.6464	0.1	1.5493e-003
168	2.1667	1.25	0.1	4.9372e-004
169	2.1667	0.5	0.1	4.1518e-004
170	2.1667	1.	5.e-002	9.0975e-005
171	2.1667	1.75	0.1	1.4889e-003
172	2.1667	1.5	5.e-002	5.8274e-005
173	2.0833	2.	0.1	1.9397e-003
174	2.1667	2.	5.e-002	6.0509e-004
175	2.	1.75	0.1	1.5224e-003
176	2.	2.	5.e-002	1.4216e-004
177	2.	1.25	0.1	9.7338e-004
178	2.	1.5	5.e-002	6.8365e-005
179	1.	2.	0.1	5.7326e-004
180	2.	0.5	0.1	6.3334e-004
181	2.	1.	5.e-002	4.3916e-005
182	2.1667	4.75	0.1	7.9453e-004
183	2.1667	5.5	0.1	4.6784e-004
184	2.1667	5.	5.e-002	7.0311e-005
185	2.1667	4.25	0.1	1.6576e-003
186	2.1667	4.5	5.e-002	7.4875e-005
187	2.0833	4.	0.1	1.8456e-003
188	2.1667	4.	5.e-002	1.1851e-004
189	2.	4.25	0.1	1.3761e-003
190	2.	4.	5.e-002	3.0928e-004
191	2.	4.75	0.1	7.9908e-004
192	2.	4.5	5.e-002	1.6162e-004
193	2.	5.5	0.1	3.3682e-004
194	2.	5.	5.e-002	6.8142e-005
195	3.8724	6.	0.1	3.64e-004
196	2.1667	6.	5.e-002	3.0906e-005
197	7.9661	6.	0.1	2.7166e-004
198	5.5781	6.	5.e-002	6.2869e-005
199	13.766	6.	0.1	1.8376e-004
200	10.354	6.	5.e-002	3.288e-005
201	20.589	6.	0.1	1.1743e-004
202	17.177	6.	5.e-002	1.1002e-005
203	24.	4.5	0.1	8.9097e-005
204	24.	6.	5.e-002	7.0749e-006
205	24.	1.5	0.1	9.8939e-005
206	24.	3.	5.e-002	5.4694e-006
207	3.9339e-014	4.5	0.1	2.7353e-004
208	1.3113e-014	1.5	0.1	3.2032e-004
209	2.6581e-014	3.	5.e-002	4.165e-005
210	0.5	6.	0.1	2.7442e-004
211	5.2451e-014	6.	5.e-002	8.9903e-006
212	1.5	6.	0.1	3.3336e-004
213	1.	6.	5.e-002	2.3483e-005
214	2.	6.	5.e-002	4.3565e-005
215	21.271	0.	0.1	1.0915e-004
216	24.	0.	5.e-002	1.956e-005
217	15.813	0.	0.1	1.5847e-004
218	18.542	0.	5.e-002	1.6272e-005
219	10.354	0.	0.1	2.6332e-004
220	13.083	0.	5.e-002	1.7718e-005
221	6.2604	0.	0.1	3.5603e-004
222	7.625	0.	5.e-002	4.7581e-005
223	3.5313	0.	0.1	3.8823e-004
224	4.8958	0.	5.e-002	1.2049e-005
225	2.1667	0.	5.e-002	1.1234e-004
226	1.	1.8804e-030	0.1	3.4521e-004
227	2.	3.7609e-030	5.e-002	5.5522e-005
228	0.	0.	5.e-002	7.7487e-005
229	1.	1.8804e-030	0.	3.4521e-004
230	2.	0.5	0.	6.3334e-004
231	1.3113e-014	1.5	0.	3.2032e-004
232	6.2604	0.	0.	3.5603e-004
233	3.5313	0.	0.	3.8823e-004
234	10.354	0.	0.	2.6332e-004
235	15.813	0.	0.	1.5847e-004
236	21.271	0.	0.	1.0915e-004
237	2.1667	0.5	0.	4.1518e-004
238	24.	1.5	0.	9.8939e-005
239	1.5	6.	0.	3.3336e-004
240	0.5	6.	0.	2.7442e-004
241	2.	5.5	0.	3.3682e-004
242	3.9339e-014	4.5	0.	2.7353e-004
243	1.	2.	0.	5.7326e-004
244	24.	4.5	0.	8.9097e-005
245	20.589	6.	0.	1.1743e-004
246	13.766	6.	0.	1.8376e-004
247	7.9661	6.	0.	2.7166e-004
248	3.8724	6.	0.	3.64e-004
249	2.1667	5.5	0.	4.6784e-004
250	2.	4.75	0.	7.9908e-004
251	2.	4.25	0.	1.3761e-003
252	2.0833	4.	0.	1.8456e-003
253	2.1667	4.75	0.	7.9453e-004
254	2.1667	4.25	0.	1.6576e-003
255	2.	1.25	0.	9.7338e-004
256	2.	1.75	0.	1.5224e-003
257	2.0833	2.	0.	1.9397e-003
258	2.1667	1.25	0.	4.9372e-004
259	2.1667	1.75	0.	1.4889e-003
