Node Number	X Location (in)	Y Location (in)	Z Location (in)	Minimum Principal Stress (psi)
1	18.22	3.7981	0.	-3940.5
2	18.004	3.6089	0.	-3427.7
3	18.236	3.6175	0.	-3331.9
4	17.703	3.6734	0.	-2903.7
5	18.467	3.5753	0.	-2767.7
6	17.284	5.3494	0.	-950.24
7	18.512	4.0051	0.	-2312.5
8	18.126	3.2824	0.	-2940.2
9	18.379	3.3726	0.	-2798.8
10	18.899	3.8953	0.	-1658.5
11	19.11	4.7939	0.	-941.93
12	17.865	3.2294	0.	-2867.5
13	18.496	2.3222	0.	-2678.
14	17.687	2.2004	0.	-2833.1
15	17.372	3.8652	0.	-2119.5
16	18.828	3.6436	0.	-1948.9
17	18.006	2.984	0.	-2859.4
18	18.573	3.0498	0.	-2398.3
19	18.154	2.635	0.	-3040.4
20	19.268	3.7123	0.	-1389.6
21	17.748	2.6262	0.	-2834.7
22	13.622	0.92609	0.	-2388.6
23	13.135	0.92609	0.	-2517.8
24	14.108	0.92609	0.	-2259.3
25	14.595	0.92609	0.	-2128.1
26	15.081	0.92609	0.	-1994.4
27	15.555	0.91829	0.	-1849.3
28	16.02	0.88128	0.	-1674.4
29	16.474	0.79167	0.	-1478.
30	16.881	0.73625	0.	-1247.
31	19.257	0.82171	0.	-732.97
32	19.67	0.89161	0.	-763.53
33	20.13	0.9192	0.	-738.61
34	20.607	0.93144	0.	-674.49
35	21.1	0.94201	0.	-588.88
36	22.569	0.98444	0.	-293.63
37	22.09	0.97407	0.	-392.48
38	23.1	5.0269	0.	-184.74
39	22.655	5.041	0.	-275.57
40	22.209	5.0621	0.	-367.49
41	21.756	5.0739	0.	-459.57
42	21.308	5.0739	0.	-549.7
43	20.855	5.0709	0.	-633.46
44	19.264	2.1502	0.	-1332.
45	19.173	2.536	0.	-1546.4
46	16.302	4.6623	0.	-1692.1
47	16.642	1.376	0.	-1569.7
48	17.095	2.5681	0.	-2121.4
49	16.355	5.1102	0.	-1550.3
50	17.333	1.2488	0.	-1244.8
51	19.379	3.1131	0.	-1431.3
52	16.669	2.6055	0.	-1969.
53	16.6	2.0172	0.	-1829.5
54	16.9	3.2242	0.	-2083.
55	16.954	3.0023	0.	-2109.1
56	16.177	2.577	0.	-1926.5
57	15.852	3.7809	0.	-1927.8
58	19.677	3.3264	0.	-1141.7
59	16.398	3.051	0.	-1961.3
60	20.808	3.7034	0.	-710.42
61	22.604	3.5298	0.	-290.01
62	20.451	2.8005	0.	-838.77
63	20.859	3.2217	0.	-708.27
64	23.072	3.5107	0.	-192.09
65	21.595	0.95066	0.	-492.31
66	21.241	3.3072	0.	-619.25
67	14.389	5.0739	0.	-2183.6
68	14.389	4.6109	0.	-2194.2
69	21.726	3.5956	0.	-481.18
70	0.95726	0.96879	0.	-6086.1
71	1.4454	0.95414	0.	-5917.9
72	1.9345	0.95348	0.	-5854.6
73	2.4229	0.94186	0.	-5713.
74	2.9118	0.93109	0.	-5559.6
75	3.4054	0.92609	0.	-5396.5
76	3.8919	0.92609	0.	-5234.3
77	4.3784	0.92609	0.	-5073.4
78	4.8649	0.92609	0.	-4915.1
79	5.3514	0.92609	0.	-4759.4
80	5.8378	0.92609	0.	-4606.2
81	6.3243	0.92609	0.	-4455.3
82	6.8108	0.92609	0.	-4306.6
83	7.2973	0.92609	0.	-4159.7
84	7.7838	0.92609	0.	-4014.7
85	8.2703	0.92609	0.	-3871.4
86	8.7568	0.92609	0.	-3729.7
87	9.2432	0.92609	0.	-3589.5
88	9.7297	0.92609	0.	-3450.8
89	10.216	0.92609	0.	-3313.5
90	10.703	0.92609	0.	-3177.7
91	11.189	0.92609	0.	-3043.2
92	11.676	0.92609	0.	-2910.1
93	12.162	0.92609	0.	-2778.2
94	12.649	0.92609	0.	-2647.6
95	0.98172	5.0088	0.	-6094.5
96	12.847	5.0739	0.	-2594.5
97	12.333	5.0739	0.	-2732.2
98	11.819	5.0739	0.	-2871.
99	11.306	5.0739	0.	-3011.3
100	10.792	5.0739	0.	-3153.
101	10.278	5.0739	0.	-3296.3
102	9.7639	5.0739	0.	-3441.1
103	9.25	5.0739	0.	-3587.6
104	8.7361	5.0739	0.	-3735.7
105	8.2222	5.0739	0.	-3885.5
106	7.7083	5.0739	0.	-4037.2
107	7.1944	5.0739	0.	-4190.8
108	6.6806	5.0739	0.	-4346.4
109	6.1667	5.0739	0.	-4504.3
110	5.6528	5.0739	0.	-4664.6
111	5.1389	5.0739	0.	-4827.6
112	4.625	5.0739	0.	-4993.5
113	4.1111	5.0739	0.	-5162.3
114	3.5972	5.0739	0.	-5333.
115	3.0867	5.0792	0.	-5504.5
116	2.5722	5.0822	0.	-5669.8
117	2.0355	5.0592	0.	-5818.7
118	1.5111	5.0206	0.	-5895.
119	0.98263	4.5122	0.	-6320.5
120	0.93168	4.0131	0.	-6553.7
121	0.91374	3.495	0.	-6681.4
122	0.91753	2.9913	0.	-6716.3
123	0.93074	2.482	0.	-6664.4
124	0.9414	1.981	0.	-6534.6
125	0.95309	1.4765	0.	-6330.5
126	12.333	4.1478	0.	-2731.2
127	12.317	3.6933	0.	-2735.3
128	11.819	4.1478	0.	-2868.
129	11.306	4.1478	0.	-3007.3
130	10.792	4.1478	0.	-3147.9
131	10.278	4.1478	0.	-3290.
132	9.7639	4.1478	0.	-3433.5
133	9.25	4.1478	0.	-3578.3
134	8.7361	4.1478	0.	-3724.5
135	8.2222	4.1478	0.	-3871.8
136	7.7083	4.1478	0.	-4020.3
137	7.1944	4.1478	0.	-4169.9
138	6.6806	4.1478	0.	-4320.6
139	6.1667	4.1478	0.	-4472.2
140	5.6528	4.1478	0.	-4624.7
141	5.1389	4.1478	0.	-4778.1
142	4.625	4.1478	0.	-4932.7
143	4.1111	4.1478	0.	-5088.4
144	3.6078	4.1529	0.	-5245.1
145	3.1237	4.1668	0.	-5400.1
146	2.6424	4.1839	0.	-5559.7
147	2.1868	4.2031	0.	-5697.9
148	17.95	2.2127	0.	-3864.
149	18.22	2.2369	0.	-3834.7
150	18.	3.7875	0.	-4019.2
151	23.52	0.49695	0.	-100.1
152	23.529	0.99158	0.	-100.28
153	23.537	1.5	0.	-98.565
154	23.537	2.	0.	-97.941
155	23.537	2.5	0.	-97.533
156	23.537	3.	0.	-97.469
157	23.537	3.5	0.	-97.358
158	23.537	4.	0.	-97.109
159	23.537	4.5	0.	-96.989
160	23.549	5.0031	0.	-95.151
161	23.552	5.5031	0.	-92.818
162	23.105	5.5154	0.	-181.16
163	22.657	5.5218	0.	-273.48
164	22.208	5.5298	0.	-366.02
165	21.756	5.537	0.	-457.
166	21.308	5.537	0.	-543.17
167	20.859	5.537	0.	-619.48
168	20.41	5.537	0.	-678.11
169	19.975	5.5482	0.	-705.73
170	19.535	5.5695	0.	-685.89
171	19.115	5.6036	0.	-592.45
172	18.663	5.6535	0.	-408.99
173	18.423	5.4661	0.	-370.93
174	18.485	5.25	0.	-531.31
175	18.477	4.9985	0.	-696.71
176	18.485	4.75	0.	-928.85
177	18.492	4.4765	0.	-1251.6
178	18.531	4.2261	0.	-1811.6
179	18.698	0.35689	0.	-424.51
180	19.192	0.40559	0.	-611.51
181	19.661	0.43771	0.	-694.02
182	20.13	0.45565	0.	-699.8
183	20.597	0.46304	0.	-655.68
184	21.088	0.46765	0.	-581.83
185	21.576	0.47691	0.	-492.15
186	22.069	0.48547	0.	-394.61
187	22.559	0.49361	0.	-294.19
188	23.038	0.49033	0.	-195.27
189	17.517	0.23836	0.	-585.52
190	17.572	0.43913	0.	-526.68
191	17.651	0.7386	0.	-668.72
192	17.657	0.99392	0.	-867.48
193	17.669	1.2467	0.	-1088.6
194	17.673	1.5018	0.	-1397.5
195	17.672	1.748	0.	-1996.5
196	17.675	1.9797	0.	-2522.1
197	0.4803	0.4919	0.	-5056.
198	0.96374	0.48551	0.	-5959.9
199	1.4515	0.47908	0.	-5972.2
200	1.9402	0.47563	0.	-5927.5
201	2.4272	0.47129	0.	-5789.3
202	2.9154	0.46683	0.	-5628.5
203	3.4054	0.46304	0.	-5457.1
204	3.8919	0.46304	0.	-5285.5
205	4.3784	0.46304	0.	-5116.1
206	4.8649	0.46304	0.	-4950.4
207	5.3514	0.46304	0.	-4788.4
208	5.8378	0.46304	0.	-4630.
209	6.3243	0.46304	0.	-4474.9
210	6.8108	0.46304	0.	-4322.6
211	7.2973	0.46304	0.	-4173.
212	7.7838	0.46304	0.	-4025.7
213	8.2703	0.46304	0.	-3880.5
214	8.7568	0.46304	0.	-3737.3
215	9.2432	0.46304	0.	-3595.9
216	9.7297	0.46304	0.	-3456.2
217	10.216	0.46304	0.	-3318.1
218	10.703	0.46304	0.	-3181.5
219	11.189	0.46304	0.	-3046.3
220	11.676	0.46304	0.	-2912.5
221	12.162	0.46304	0.	-2779.9
222	12.649	0.46304	0.	-2648.1
223	13.135	0.46304	0.	-2516.9
224	13.622	0.46304	0.	-2385.6
225	14.108	0.46304	0.	-2252.5
226	14.595	0.46304	0.	-2115.4
227	15.081	0.46304	0.	-1969.6
228	15.554	0.45356	0.	-1806.1
229	16.027	0.43154	0.	-1615.
230	16.494	0.39443	0.	-1371.8
231	16.998	0.36857	0.	-1006.2
232	0.50452	5.5055	0.	-5082.8
233	0.49085	5.0116	0.	-5712.2
234	0.48463	4.5105	0.	-6173.1
235	0.46939	4.0063	0.	-6442.7
236	0.46304	3.5	0.	-6593.8
237	0.46304	3.	0.	-6635.9
238	0.4656	2.4937	0.	-6588.7
239	0.47113	1.9896	0.	-6439.4
240	0.47632	1.4913	0.	-6177.
241	0.47839	0.98717	0.	-5716.8
242	17.65	5.7079	0.	-477.87
243	17.265	5.6424	0.	-858.67
244	16.842	5.5864	0.	-1155.8
245	16.393	5.5535	0.	-1440.3
246	15.904	5.5488	0.	-1674.
247	15.406	5.5396	0.	-1861.2
248	14.903	5.537	0.	-2024.3
249	14.389	5.537	0.	-2173.6
250	13.875	5.537	0.	-2316.4
251	13.361	5.537	0.	-2456.
252	12.847	5.537	0.	-2594.6
253	12.333	5.537	0.	-2733.4
254	11.819	5.537	0.	-2873.2
255	11.306	5.537	0.	-3014.2
256	10.792	5.537	0.	-3156.7
257	10.278	5.537	0.	-3300.8
258	9.7639	5.537	0.	-3446.5
259	9.25	5.537	0.	-3594.
260	8.7361	5.537	0.	-3743.4
261	8.2222	5.537	0.	-3894.9
262	7.7083	5.537	0.	-4048.5
263	7.1944	5.537	0.	-4204.6
264	6.6806	5.537	0.	-4363.3
265	6.1667	5.537	0.	-4525.1
266	5.6528	5.537	0.	-4690.3
267	5.1389	5.537	0.	-4859.3
268	4.625	5.537	0.	-5032.4
269	4.1111	5.537	0.	-5209.9
270	3.5972	5.537	0.	-5390.6
271	3.0833	5.537	0.	-5573.6
272	2.564	5.5365	0.	-5750.2
273	2.0475	5.5258	0.	-5897.2
274	1.5259	5.5135	0.	-5965.4
275	1.0123	5.509	0.	-5982.
276	17.676	5.4681	0.	-549.28
277	17.687	5.2223	0.	-685.21
278	17.725	4.9804	0.	-838.09
279	17.708	4.7298	0.	-1088.7
280	17.681	4.4804	0.	-1417.4
281	17.672	4.2139	0.	-2031.9
282	17.675	3.9362	0.	-2631.
283	18.457	0.54353	0.	-385.08
284	18.514	0.75385	0.	-551.06
285	18.5	1.0001	0.	-694.12
286	18.47	1.2558	0.	-934.04
287	18.497	1.5102	0.	-1227.3
288	18.528	1.7729	0.	-1762.8
289	18.524	2.0409	0.	-2303.2
290	18.758	5.2707	0.	-613.03
291	18.496	3.7825	0.	-2719.
