Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	2.2047	3.5323	0.	5.4882e-004
2	1.6901	2.9725	0.	3.2249e-004
3	0.84532	3.8128	0.	2.6146e-004
4	2.536	3.5543	0.	4.9927e-004
5	2.9528	2.5637	0.	2.4523e-004
6	1.9996	3.0878	0.	3.7446e-004
7	21.037	3.0495	0.	2.896e-005
8	18.002	3.0515	0.	4.5891e-005
9	14.643	3.5235	0.	7.5196e-005
10	11.056	4.0332	0.	1.0814e-004
11	12.753	1.7563	0.	1.0043e-004
12	7.7167	4.0879	0.	1.0611e-004
13	4.4364	4.98	0.	2.8061e-004
14	4.2549	1.1518	0.	2.2541e-004
15	7.2676	1.8777	0.	9.5291e-005
16	10.371	2.2785	0.	1.0973e-004
17	4.076	1.9204	0.	1.6e-004
18	2.7233	3.7648	0.	3.7803e-004
19	4.2372	4.1828	0.	1.7998e-004
20	3.2267	2.9281	0.	1.8774e-004
21	3.6693	3.389	0.	1.3906e-004
22	5.2836	3.4362	0.	1.475e-004
23	5.1339	2.6067	0.	1.1925e-004
24	5.1339	2.6067	0.1	3.3686e-004
25	5.2836	3.4362	0.1	3.4353e-004
26	3.6693	3.389	0.1	3.5795e-004
27	3.2267	2.9281	0.1	4.4473e-004
28	4.2372	4.1828	0.1	3.6406e-004
29	2.7233	3.7648	0.1	7.1028e-004
30	4.076	1.9204	0.1	3.7832e-004
31	10.371	2.2785	0.1	2.9507e-004
32	7.2676	1.8777	0.1	2.3508e-004
33	4.2549	1.1518	0.1	3.4999e-004
34	4.4364	4.98	0.1	3.4021e-004
35	7.7167	4.0879	0.1	2.3402e-004
36	12.753	1.7563	0.1	2.7473e-004
37	11.056	4.0332	0.1	2.9194e-004
38	14.643	3.5235	0.1	2.0865e-004
39	18.002	3.0515	0.1	1.3493e-004
40	21.037	3.0495	0.1	6.7885e-005
41	1.9996	3.0878	0.1	9.6954e-004
42	2.9528	2.5637	0.1	6.5857e-004
43	2.536	3.5543	0.1	1.1715e-003
44	0.84532	3.8128	0.1	5.8711e-004
45	1.6901	2.9725	0.1	8.6209e-004
46	2.2047	3.5323	0.1	1.2277e-003
47	2.1667	1.	0.1	4.7379e-004
48	2.1667	1.5	0.1	8.2352e-004
49	2.1667	2.	0.1	1.7387e-003
50	2.	2.	0.1	2.3815e-003
51	2.	1.5	0.1	1.1445e-003
52	2.	1.	0.1	8.5651e-004
53	2.1667	5.	0.1	4.3966e-004
54	2.1667	4.5	0.1	8.7162e-004
55	2.1667	4.	0.1	2.2383e-003
56	2.	4.	0.1	1.6491e-003
57	2.	4.5	0.1	9.6853e-004
58	2.	5.	0.1	5.2066e-004
59	2.1667	6.	0.1	3.4226e-004
60	5.2857	6.	0.1	2.5403e-004
61	8.4048	6.	0.1	2.8154e-004
62	11.524	6.	0.1	2.9924e-004
63	14.643	6.	0.1	2.041e-004
64	17.762	6.	0.1	1.4592e-004
65	20.881	6.	0.1	7.3518e-005
66	24.	6.	0.1	3.9773e-005
67	24.	3.	0.1	3.6687e-005
68	3.2782e-014	3.75	0.1	4.4794e-004
69	3.937e-014	6.	0.1	2.5804e-004
70	1.	6.	0.1	3.1175e-004
71	2.	6.	0.1	2.9702e-004
72	24.	0.	0.1	3.5867e-005
73	21.271	0.	0.1	6.2533e-005
74	18.542	0.	0.1	1.1916e-004
75	15.813	0.	0.1	1.8453e-004
76	13.083	0.	0.1	2.5474e-004
77	10.354	0.	0.1	3.1619e-004
78	7.625	0.	0.1	2.7205e-004
79	4.8958	0.	0.1	2.6148e-004
80	2.1667	0.	0.1	3.5505e-004
81	2.	0.	0.1	3.2149e-004
82	0.	0.	0.1	3.3436e-004
83	2.	0.	0.	2.5948e-004
84	0.	0.	0.	1.8033e-005
85	4.8958	0.	0.	1.4866e-004
86	7.625	0.	0.	1.14e-004
87	10.354	0.	0.	1.1326e-004
88	13.083	0.	0.	1.0191e-004
89	15.813	0.	0.	7.3656e-005
90	18.542	0.	0.	4.9247e-005
91	21.271	0.	0.	3.1726e-005
92	2.1667	0.	0.	1.613e-004
93	24.	0.	0.	1.8921e-005
94	1.	6.	0.	1.8371e-004
95	2.	6.	0.	1.3034e-004
96	3.937e-014	6.	0.	1.6404e-005
97	3.2782e-014	3.75	0.	2.2572e-005
98	24.	3.	0.	1.5794e-005
99	24.	6.	0.	1.7419e-005
100	20.881	6.	0.	3.1953e-005
101	17.762	6.	0.	5.0546e-005
102	14.643	6.	0.	6.7633e-005
103	11.524	6.	0.	1.2261e-004
104	8.4048	6.	0.	1.2252e-004
105	5.2857	6.	0.	1.4334e-004
106	2.1667	6.	0.	1.5209e-004
107	2.	4.5	0.	4.8686e-004
108	2.	5.	0.	2.3513e-004
109	2.	4.	0.	6.2713e-004
110	2.1667	5.	0.	1.7101e-004
111	2.1667	4.5	0.	5.9757e-004
112	2.1667	4.	0.	8.7224e-004
113	2.	1.5	0.	6.2657e-004
114	2.	1.	0.	5.2848e-004
115	2.	2.	0.	1.1202e-003
116	2.1667	1.	0.	1.7705e-004
117	2.1667	1.5	0.	4.7476e-004
118	2.1667	2.	0.	4.837e-004
119	2.3704	3.5433	0.	5.0904e-004
120	2.5788	3.048	0.	3.9365e-004
121	2.1022	3.3101	0.	4.3916e-004
122	2.2047	3.5323	5.e-002	7.2841e-005
123	2.1857	3.7661	0.	6.463e-004
124	1.2677	3.3927	0.	2.4698e-004
125	1.8448	3.0302	0.	3.3812e-004
126	1.6901	2.9725	5.e-002	5.5931e-005
127	1.8451	2.4863	0.	6.6721e-004
128	0.84532	3.8128	5.e-002	1.2889e-005
129	0.92266	4.9064	0.	2.2257e-004
130	0.42266	3.7814	0.	1.3106e-004
131	1.4227	4.1564	0.	3.7045e-004
132	1.4227	4.4064	0.	2.4448e-004
133	1.4227	3.9064	0.	3.8118e-004
134	1.4227	2.6564	0.	4.4277e-004
135	2.6297	3.6595	0.	3.3136e-004
136	2.8814	3.2412	0.	3.3976e-004
137	2.536	3.5543	5.e-002	1.053e-004
138	3.5144	2.242	0.	1.8853e-004
139	3.0897	2.7459	0.	2.0723e-004
140	2.9528	2.5637	5.e-002	5.783e-005
141	2.5597	2.2818	0.	3.3761e-004
142	1.9996	3.0878	5.e-002	7.7973e-005
143	1.9998	3.5439	0.	4.7643e-004
144	2.0831	2.5439	0.	4.2188e-004
145	19.519	3.0505	0.	3.7423e-005
146	21.037	3.0495	5.e-002	9.3824e-007
147	21.154	1.5247	0.	2.9808e-005
148	22.518	3.0247	0.	2.2376e-005
149	20.959	4.5247	0.	2.9792e-005
150	16.322	3.2875	0.	5.9464e-005
151	18.002	3.0515	5.e-002	9.7383e-007
152	18.272	1.5257	0.	4.7045e-005
153	17.882	4.5257	0.	4.721e-005
154	12.85	3.7783	0.	9.0711e-005
155	13.698	2.6399	0.	8.7548e-005
156	14.643	3.5235	5.e-002	1.679e-006
157	15.228	1.7617	0.	6.5682e-005
158	14.643	4.7617	0.	6.8562e-005
159	9.3865	4.0605	0.	1.0644e-004
160	10.713	3.1559	0.	1.0735e-004
161	11.056	4.0332	5.e-002	5.0904e-006
162	11.29	5.0166	0.	1.1456e-004
163	11.562	2.0174	0.	1.0498e-004
164	12.753	1.7563	5.e-002	7.2538e-006
165	12.918	0.87816	0.	9.2786e-005
166	6.0765	4.534	0.	1.4651e-004
167	7.4921	2.9828	0.	9.9805e-005
168	6.5001	3.7621	0.	1.1018e-004
169	7.7167	4.0879	5.e-002	7.5244e-006
170	8.0607	5.044	0.	1.1201e-004
171	4.3368	4.5814	0.	1.0429e-004
172	4.4364	4.98	5.e-002	6.5032e-005
173	4.861	5.49	0.	2.0906e-004
174	3.3015	4.99	0.	1.7274e-004
175	5.7612	1.5148	0.	1.2962e-004
176	4.1654	1.5361	0.	1.2557e-004
177	4.2549	1.1518	5.e-002	5.8995e-005
178	4.5753	0.57591	0.	1.8563e-004
179	3.2108	1.0759	0.	1.6911e-004
180	8.8191	2.0781	0.	1.0227e-004
181	6.2007	2.2422	0.	9.8999e-005
182	7.2676	1.8777	5.e-002	9.8597e-006
183	7.4463	0.93886	0.	1.0171e-004
184	10.371	2.2785	5.e-002	1.0089e-005
185	10.362	1.1393	0.	1.1109e-004
186	4.6049	2.2635	0.	1.3638e-004
187	4.076	1.9204	5.e-002	5.2335e-005
188	3.1213	1.7102	0.	2.3131e-004
189	3.4802	3.9738	0.	2.068e-004
190	3.1963	3.5769	0.	2.4917e-004
191	2.7233	3.7648	5.e-002	1.132e-004
192	2.445	3.8824	0.	6.1745e-004
193	4.7604	3.8095	0.	1.5216e-004
194	4.2372	4.1828	5.e-002	6.5347e-005
195	3.2019	4.3414	0.	2.5289e-004
196	3.448	3.1586	0.	1.6289e-004
197	4.1803	2.7674	0.	1.5269e-004
198	3.2267	2.9281	5.e-002	3.0766e-005
199	4.4765	3.4126	0.	1.3815e-004
200	3.6693	3.389	5.e-002	3.4802e-005
201	5.2088	3.0215	0.	1.0568e-004
202	5.2836	3.4362	5.e-002	7.0725e-005
203	5.1339	2.6067	5.e-002	4.3197e-005
204	5.2088	3.0215	0.1	3.3915e-004
205	4.1803	2.7674	0.1	3.9038e-004
206	4.6049	2.2635	0.1	3.5376e-004
207	6.2007	2.2422	0.1	2.855e-004
208	4.4765	3.4126	0.1	3.4983e-004
209	4.7604	3.8095	0.1	3.4523e-004
210	6.5001	3.7621	0.1	2.8779e-004
211	3.448	3.1586	0.1	4.0099e-004
212	3.1963	3.5769	0.1	5.337e-004
213	3.0897	2.7459	0.1	5.5027e-004
214	2.8814	3.2412	0.1	8.0383e-004
215	3.4802	3.9738	0.1	5.3329e-004
216	4.3368	4.5814	0.1	3.4941e-004
217	3.2019	4.3414	0.1	5.9859e-004
218	2.6297	3.6595	0.1	9.3783e-004
219	2.445	3.8824	0.1	1.4658e-003
220	4.1654	1.5361	0.1	3.6092e-004
221	3.5144	2.242	0.1	5.1808e-004
222	3.1213	1.7102	0.1	5.7712e-004
223	8.8191	2.0781	0.1	2.6466e-004
224	11.562	2.0174	0.1	2.8477e-004
225	10.713	3.1559	0.1	2.9299e-004
226	10.362	1.1393	0.1	3.056e-004
227	5.7612	1.5148	0.1	2.8858e-004
228	7.4921	2.9828	0.1	2.3408e-004
229	7.4463	0.93886	0.1	2.5198e-004
230	3.2108	1.0759	0.1	3.9739e-004
231	4.5753	0.57591	0.1	3.0436e-004
232	6.0765	4.534	0.1	2.8186e-004
233	3.3015	4.99	0.1	3.7231e-004
234	4.861	5.49	0.1	2.9578e-004
235	9.3865	4.0605	0.1	2.6237e-004
236	8.0607	5.044	0.1	2.5584e-004
237	13.698	2.6399	0.1	2.4168e-004
238	12.918	0.87816	0.1	2.6427e-004
239	12.85	3.7783	0.1	2.4963e-004
240	11.29	5.0166	0.1	2.9527e-004
241	16.322	3.2875	0.1	1.7171e-004
242	14.643	4.7617	0.1	2.0635e-004
243	15.228	1.7617	0.1	1.9643e-004
244	19.519	3.0505	0.1	1.014e-004
245	17.882	4.5257	0.1	1.4009e-004
246	18.272	1.5257	0.1	1.2652e-004
247	20.959	4.5247	0.1	7.0036e-005
248	22.518	3.0247	0.1	5.2266e-005
249	21.154	1.5247	0.1	6.4676e-005
250	1.8448	3.0302	0.1	9.1471e-004
251	2.1022	3.3101	0.1	1.0947e-003
252	2.0831	2.5439	0.1	1.3514e-003
253	1.9998	3.5439	0.1	1.2939e-003
254	2.5788	3.048	0.1	9.4075e-004
255	2.5597	2.2818	0.1	1.1975e-003
256	2.3704	3.5433	0.1	1.1952e-003
257	1.2677	3.3927	0.1	7.2415e-004
258	1.4227	2.6564	0.1	8.0092e-004
259	1.4227	3.9064	0.1	1.1149e-003
260	1.4227	4.1564	0.1	7.1514e-004
261	1.4227	4.4064	0.1	5.2707e-004
262	0.42266	3.7814	0.1	5.1188e-004
263	0.92266	4.9064	0.1	4.4572e-004
264	1.8451	2.4863	0.1	1.5249e-003
265	2.1857	3.7661	0.1	1.7151e-003
266	2.1667	1.25	0.1	6.484e-004
267	2.1667	0.5	0.1	4.1012e-004
268	2.1667	1.	5.e-002	2.9855e-005
269	2.1667	1.75	0.1	1.226e-003
270	2.1667	1.5	5.e-002	5.4666e-005
271	2.0833	2.	0.1	1.9315e-003
272	2.1667	2.	5.e-002	4.9521e-005
273	2.	1.75	0.1	1.7506e-003
274	2.	2.	5.e-002	2.0589e-004
275	2.	1.25	0.1	9.9782e-004
276	2.	1.5	5.e-002	1.632e-004
277	1.	2.375	0.1	6.3843e-004
278	2.	0.5	0.1	5.7976e-004
279	2.	1.	5.e-002	5.145e-005
280	2.1667	4.75	0.1	6.5481e-004
281	2.1667	5.5	0.1	3.8542e-004
