Node Number	X Location (in)	Y Location (in)	Z Location (in)	Middle Principal Elastic Strain (in/in)
1	8.0679	3.0551	0.	2.1552e-004
2	7.0095	2.9329	0.	1.3587e-004
3	9.4671	3.3422	0.	9.1653e-005
4	6.179	2.0349	0.	1.0536e-004
5	7.7932	3.064	0.	1.2625e-004
6	12.568	4.0788	0.	5.6958e-005
7	14.671	2.8539	0.	4.9078e-005
8	18.009	2.9332	0.	4.3376e-005
9	21.048	2.9327	0.	1.7059e-005
10	10.3	4.4624	0.	9.1432e-005
11	2.3741	3.1069	0.	3.5672e-005
12	4.8019	3.1892	0.	9.3696e-005
13	7.5013	3.2157	0.	1.5535e-004
14	10.496	2.4975	0.	8.9089e-005
15	11.131	1.3308	0.	6.9225e-005
16	11.131	1.3308	0.1	-6.9225e-005
17	10.496	2.4975	0.1	-8.9089e-005
18	7.5013	3.2157	0.1	-1.5535e-004
19	4.8019	3.1892	0.1	-9.3696e-005
20	2.3741	3.1069	0.1	-3.5672e-005
21	10.3	4.4624	0.1	-9.1432e-005
22	21.048	2.9327	0.1	-1.7059e-005
23	18.009	2.9332	0.1	-4.3376e-005
24	14.671	2.8539	0.1	-4.9078e-005
25	12.568	4.0788	0.1	-5.6958e-005
26	7.7932	3.064	0.1	-1.2625e-004
27	6.179	2.0349	0.1	-1.0536e-004
28	9.4671	3.3422	0.1	-9.1653e-005
29	7.0095	2.9329	0.1	-1.3587e-004
30	8.0679	3.0551	0.1	-2.1552e-004
31	8.1667	5.	0.1	-6.704e-005
32	8.1667	4.5	0.1	-1.4431e-004
33	8.1667	4.	0.1	-2.0988e-004
34	8.	4.	0.1	-4.0789e-004
35	8.	4.5	0.1	-1.9058e-004
36	8.	5.	0.1	-1.8634e-004
37	8.1667	1.	0.1	-9.1188e-005
38	8.1667	1.5	0.1	-1.7238e-004
39	8.1667	2.	0.1	-2.6168e-004
40	8.	2.	0.1	-3.2421e-004
41	8.	1.5	0.1	-1.7175e-004
42	8.	1.	0.1	-1.1342e-004
43	8.1667	6.	0.1	-3.6962e-005
44	10.806	6.	0.1	-6.1812e-005
45	13.444	6.	0.1	-4.86e-005
46	16.083	6.	0.1	-4.8471e-005
47	18.722	6.	0.1	-3.953e-005
48	21.361	6.	0.1	-1.1582e-005
49	24.	6.	0.1	-6.1469e-008
50	24.	3.	0.1	-4.3113e-006
51	2.6226e-014	3.	0.1	3.6355e-006
52	24.	0.	0.1	-7.5557e-006
53	20.833	0.	0.1	-1.8764e-005
54	17.667	0.	0.1	-4.5704e-005
55	14.5	0.	0.1	-5.2474e-005
56	11.333	0.	0.1	-5.9079e-005
57	8.1667	0.	0.1	-9.1914e-005
58	8.	0.	0.1	-8.133e-005
59	6.	9.0989e-031	0.1	-8.6014e-005
60	4.	6.0659e-031	0.1	-9.0433e-005
61	2.	3.033e-031	0.1	-5.7498e-005
62	0.	0.	0.1	1.1864e-005
63	3.937e-014	6.	0.1	1.0435e-005
64	2.6667	6.	0.1	-4.6659e-005
65	5.3333	6.	0.1	-7.9964e-005
66	8.	6.	0.1	-6.6045e-006
67	5.3333	6.	0.	7.9964e-005
68	2.6667	6.	0.	4.6659e-005
69	8.	6.	0.	6.6045e-006
70	3.937e-014	6.	0.	-1.0435e-005
71	2.	3.033e-031	0.	5.7498e-005
72	4.	6.0659e-031	0.	9.0433e-005
73	6.	9.0989e-031	0.	8.6014e-005
74	8.	0.	0.	8.133e-005
75	0.	0.	0.	-1.1864e-005
76	11.333	0.	0.	5.9079e-005
77	14.5	0.	0.	5.2474e-005
78	17.667	0.	0.	4.5704e-005
79	20.833	0.	0.	1.8764e-005
80	8.1667	0.	0.	9.1914e-005
81	24.	0.	0.	7.5557e-006
82	2.6226e-014	3.	0.	-3.6355e-006
83	24.	3.	0.	4.3113e-006
84	24.	6.	0.	6.1468e-008
85	21.361	6.	0.	1.1582e-005
86	18.722	6.	0.	3.953e-005
87	16.083	6.	0.	4.8471e-005
88	13.444	6.	0.	4.86e-005
89	10.806	6.	0.	6.1812e-005
90	8.1667	6.	0.	3.6962e-005
91	8.	1.5	0.	1.7175e-004
92	8.	1.	0.	1.1342e-004
93	8.	2.	0.	3.2421e-004
94	8.1667	1.	0.	9.1188e-005
95	8.1667	1.5	0.	1.7238e-004
96	8.1667	2.	0.	2.6168e-004
97	8.	4.5	0.	1.9058e-004
98	8.	5.	0.	1.8634e-004
99	8.	4.	0.	4.0789e-004
100	8.1667	5.	0.	6.704e-005
101	8.1667	4.5	0.	1.4431e-004
102	8.1667	4.	0.	2.0988e-004
103	7.9305	3.0596	0.	1.6855e-004
104	8.0679	3.0551	5.e-002	-2.9988e-013
105	8.1173	2.5276	0.	2.5879e-004
106	8.1173	3.5276	0.	2.1819e-004
107	6.5942	2.4839	0.	1.2124e-004
108	7.2554	3.0743	0.	1.5082e-004
109	7.0095	2.9329	5.e-002	-3.768e-012
110	7.5047	2.4665	0.	2.5347e-004
111	7.5047	3.9665	0.	1.7735e-004
112	9.8837	3.9023	0.	9.2036e-005
113	9.9817	2.9199	0.	9.8314e-005
114	9.4671	3.3422	5.e-002	-2.6165e-013
115	8.8169	2.6711	0.	1.9067e-004
116	8.8169	3.6711	0.	1.5122e-004
117	5.4905	2.612	0.	1.014e-004
118	6.179	2.0349	5.e-002	2.8634e-012
119	6.0895	1.0174	0.	9.634e-005
120	7.0895	1.7674	0.	1.3202e-004
121	7.0895	1.5174	0.	1.0576e-004
122	7.6472	3.1399	0.	1.4e-004
123	7.7932	3.064	5.e-002	3.8346e-012
124	7.8966	2.532	0.	2.4749e-004
125	7.8966	3.532	0.	3.8355e-004
126	13.62	3.4663	0.	5.4065e-005
127	11.434	4.2706	0.	8.5068e-005
128	11.532	3.2881	0.	7.4206e-005
129	12.568	4.0788	5.e-002	-2.1672e-013
130	13.006	5.0394	0.	5.943e-005
131	16.34	2.8935	0.	4.6269e-005
132	12.901	2.0924	0.	6.139e-005
133	14.671	2.8539	5.e-002	5.616e-013
134	14.586	1.427	0.	5.4056e-005
135	15.377	4.427	0.	5.6054e-005
136	19.528	2.9329	0.	3.1929e-005
137	18.009	2.9332	5.e-002	3.8763e-014
138	17.838	1.4666	0.	4.4044e-005
139	18.366	4.4666	0.	4.2261e-005
140	21.048	2.9327	5.e-002	9.0549e-013
141	20.94	1.4663	0.	1.7911e-005
142	22.524	2.9663	0.	1.0664e-005
143	21.204	4.4663	0.	1.433e-005
144	10.3	4.4624	5.e-002	-2.0392e-013
145	10.553	5.2312	0.	7.6706e-005
146	9.2335	4.7312	0.	9.1598e-005
147	9.2335	4.4812	0.	1.1328e-004
148	3.588	3.1481	0.	6.5899e-005
149	2.3741	3.1069	5.e-002	-3.4684e-021
150	2.5204	4.5535	0.	3.8442e-005
151	2.187	1.5535	0.	4.4967e-005
152	1.187	3.0535	0.	1.662e-005
153	4.8019	3.1892	5.e-002	7.996e-013
154	5.0676	4.5946	0.	9.6661e-005
155	4.401	1.5946	0.	9.2854e-005
156	6.401	4.0946	0.	1.2398e-004
157	7.5013	3.2157	5.e-002	-4.7377e-012
158	7.7507	3.8579	0.	1.6207e-004
159	10.814	1.9141	0.	8.1934e-005
160	10.496	2.4975	5.e-002	1.521e-012
161	9.3315	1.9987	0.	1.182e-004
162	11.131	1.3308	5.e-002	2.4461e-012
163	11.232	0.6654	0.	6.4251e-005
164	9.6488	1.1654	0.	8.0001e-005
165	10.814	1.9141	0.1	-8.1934e-005
166	12.901	2.0924	0.1	-6.139e-005
167	9.6488	1.1654	0.1	-8.0001e-005
168	11.232	0.6654	0.1	-6.4251e-005
169	11.532	3.2881	0.1	-7.4206e-005
170	9.9817	2.9199	0.1	-9.8314e-005
171	9.3315	1.9987	0.1	-1.182e-004
172	7.6472	3.1399	0.1	-1.4e-004
173	7.2554	3.0743	0.1	-1.5082e-004
174	7.7507	3.8579	0.1	-1.6207e-004
175	3.588	3.1481	0.1	-6.5899e-005
176	5.4905	2.612	0.1	-1.014e-004
