Node Number	X Location (in)	Y Location (in)	Z Location (in)	Maximum Principal Elastic Strain (in/in)
1	3.006	3.0486	0.	1.0005e-004
2	4.0735	1.7916	0.	4.4185e-005
3	1.939	0.81945	0.	3.6103e-005
4	1.9949	2.5343	0.	5.093e-005
5	4.4208	0.64508	0.	3.3763e-005
6	2.1428	5.0225	0.	4.2891e-005
7	4.3344	4.7184	0.	5.3407e-005
8	3.9396	5.0613	0.	3.8393e-005
9	1.1938	4.5216	0.	7.9275e-005
10	5.7369	2.7731	0.	3.4245e-005
11	4.1511	5.4595	0.	3.6352e-005
12	5.4187	1.7174	0.	3.6817e-005
13	0.94086	2.1073	0.	9.1751e-005
14	0.93865	1.0337	0.	7.8065e-005
15	0.99423	3.2377	0.	9.4726e-005
16	5.9499	3.7335	0.	3.264e-005
17	5.5306	0.81052	0.	3.214e-005
18	6.6507	0.90151	0.	2.9178e-005
19	7.8145	0.98393	0.	2.576e-005
20	8.9665	1.0934	0.	2.2248e-005
21	10.095	1.1778	0.	1.8881e-005
22	11.263	1.1939	0.	1.6016e-005
23	12.444	1.1887	0.	1.3517e-005
24	13.611	1.1799	0.	1.1242e-005
25	14.767	1.1791	0.	9.1463e-006
26	15.917	1.1813	0.	7.2836e-006
27	17.07	1.1842	0.	5.6402e-006
28	18.22	1.1892	0.	4.2441e-006
29	19.375	1.1919	0.	3.0849e-006
30	20.527	1.1911	0.	2.1658e-006
31	21.69	1.1936	0.	1.4754e-006
32	22.845	1.1961	0.	1.0106e-006
33	22.841	2.3949	0.	1.3536e-006
34	22.83	3.5942	0.	1.3559e-006
35	22.843	4.8057	0.	1.0117e-006
36	21.684	4.8069	0.	1.4778e-006
37	20.527	4.7951	0.	2.1733e-006
38	19.372	4.7961	0.	3.083e-006
39	18.217	4.7611	0.	4.2512e-006
40	17.066	4.7304	0.	5.6475e-006
41	15.915	4.7133	0.	7.285e-006
42	14.766	4.7058	0.	9.1484e-006
43	13.611	4.7366	0.	1.1208e-005
44	12.435	4.7644	0.	1.3468e-005
45	11.22	4.7611	0.	1.597e-005
46	9.982	4.7183	0.	1.9377e-005
47	8.7408	4.7126	0.	2.2211e-005
48	7.4812	4.8162	0.	2.823e-005
49	5.9805	4.7693	0.	3.1391e-005
50	5.1508	5.2656	0.	3.3152e-005
51	6.5462	1.78	0.	3.1818e-005
52	7.6964	1.9165	0.	2.5866e-005
53	8.8457	2.2182	0.	2.2365e-005
54	9.9714	2.3618	0.	1.9593e-005
55	11.205	2.3789	0.	1.5949e-005
56	12.412	2.3726	0.	1.3611e-005
57	13.599	2.3583	0.	1.1315e-005
58	14.765	2.3649	0.	9.2741e-006
59	15.916	2.3676	0.	7.4434e-006
60	17.069	2.3727	0.	5.8293e-006
61	18.219	2.3775	0.	4.4488e-006
62	19.372	2.3839	0.	3.3028e-006
63	20.523	2.3903	0.	2.406e-006
64	21.682	2.3923	0.	1.7594e-006
65	21.679	3.5979	0.	1.756e-006
66	20.518	3.5956	0.	2.4068e-006
67	19.365	3.5769	0.	3.3054e-006
68	18.214	3.5636	0.	4.4438e-006
69	17.065	3.5513	0.	5.8289e-006
70	15.914	3.5411	0.	7.4441e-006
71	14.763	3.5354	0.	9.2743e-006
72	13.596	3.5405	0.	1.1329e-005
73	12.411	3.558	0.	1.3578e-005
74	11.179	3.5625	0.	1.5955e-005
75	9.8946	3.526	0.	2.0082e-005
76	7.1138	3.7738	0.	2.9583e-005
77	4.6803	4.223	0.	4.7727e-005
78	1.9431	1.6521	0.	4.5749e-005
79	2.1743	3.3271	0.	4.8929e-005
80	2.4948	4.0541	0.	5.958e-005
81	4.8392	2.7984	0.	5.0461e-005
82	2.8148	4.05	0.	1.3153e-004
83	2.9722	3.6682	0.	1.2966e-004
84	4.3216	1.221	0.	3.9744e-005
85	3.9745	2.552	0.	5.502e-005
86	4.8205	3.5539	0.	5.2995e-005
87	4.7814	2.1319	0.	4.4627e-005
88	6.6916	2.7728	0.	3.2706e-005
89	8.4168	3.3886	0.	2.4277e-005
90	7.4675	2.6134	0.	2.9004e-005
91	3.3628	2.9915	0.	9.1126e-005
92	3.6901	3.4395	0.	7.0527e-005
93	3.6901	3.4395	0.1	1.6572e-004
94	3.3628	2.9915	0.1	2.1938e-004
95	7.4675	2.6134	0.1	8.2116e-005
96	8.4168	3.3886	0.1	6.8279e-005
97	6.6916	2.7728	0.1	8.6178e-005
98	4.7814	2.1319	0.1	1.1151e-004
99	4.8205	3.5539	0.1	1.2971e-004
100	3.9745	2.552	0.1	1.5436e-004
101	4.3216	1.221	0.1	9.2834e-005
102	2.9722	3.6682	0.1	3.3564e-004
103	2.8148	4.05	0.1	1.9797e-004
104	4.8392	2.7984	0.1	1.2296e-004
105	2.4948	4.0541	0.1	1.6122e-004
106	2.1743	3.3271	0.1	1.4732e-004
107	1.9431	1.6521	0.1	1.2608e-004
108	4.6803	4.223	0.1	1.2316e-004
109	7.1138	3.7738	0.1	8.3436e-005
110	9.8946	3.526	0.1	5.8371e-005
111	11.179	3.5625	0.1	4.8225e-005
112	12.411	3.558	0.1	3.9789e-005
113	13.596	3.5405	0.1	3.226e-005
114	14.763	3.5354	0.1	2.5607e-005
115	15.914	3.5411	0.1	1.9798e-005
116	17.065	3.5513	0.1	1.4766e-005
117	18.214	3.5636	0.1	1.0499e-005
118	19.365	3.5769	0.1	6.9975e-006
119	20.518	3.5956	0.1	4.2526e-006
120	21.679	3.5979	0.1	2.276e-006
121	21.682	2.3923	0.1	2.2702e-006
122	20.523	2.3903	0.1	4.2421e-006
123	19.372	2.3839	0.1	6.9783e-006
124	18.219	2.3775	0.1	1.0476e-005
125	17.069	2.3727	0.1	1.4748e-005
126	15.916	2.3676	0.1	1.9783e-005
127	14.765	2.3649	0.1	2.5606e-005
128	13.599	2.3583	0.1	3.2255e-005
129	12.412	2.3726	0.1	3.9765e-005
130	11.205	2.3789	0.1	4.8035e-005
131	9.9714	2.3618	0.1	5.7447e-005
132	8.8457	2.2182	0.1	6.6644e-005
133	7.6964	1.9165	0.1	7.5951e-005
134	6.5462	1.78	0.1	8.7792e-005
135	5.1508	5.2656	0.1	9.464e-005
136	5.9805	4.7693	0.1	9.1671e-005
137	7.4812	4.8162	0.1	7.9543e-005
138	8.7408	4.7126	0.1	6.7282e-005
139	9.982	4.7183	0.1	5.7874e-005
140	11.22	4.7611	0.1	4.8418e-005
141	12.435	4.7644	0.1	3.9749e-005
142	13.611	4.7366	0.1	3.2201e-005
143	14.766	4.7058	0.1	2.5606e-005
144	15.915	4.7133	0.1	1.9803e-005
145	17.066	4.7304	0.1	1.4758e-005
146	18.217	4.7611	0.1	1.047e-005
147	19.372	4.7961	0.1	6.9389e-006
148	20.527	4.7951	0.1	4.1778e-006
